GO_ID	LEVEL	NAME
GO:0005692	6	U11 snRNP
GO:0005693	6	U12 snRNP
GO:0005694	6	chromosome
GO:0005697	4	telomerase holoenzyme complex
GO:0005700	7	polytene chromosome
GO:0005701	5	polytene chromosome chromocenter
GO:0005702	3	polytene chromosome weak point
GO:0005703	4	polytene chromosome puff
GO:0005704	4	polytene chromosome band
GO:0005705	4	polytene chromosome interband
GO:0005706	3	polytene chromosome ectopic fiber
GO:0005712	3	chiasma
GO:0005713	3	recombination nodule
GO:0005714	4	early recombination nodule
GO:0005715	4	late recombination nodule
GO:0005719	5	nuclear euchromatin
GO:0005720	5	nuclear heterochromatin
GO:0005721	5	pericentric heterochromatin
GO:0005722	6	beta-heterochromatin
GO:0005723	6	alpha-heterochromatin
GO:0005725	6	intercalary heterochromatin
GO:0005726	3	perichromatin fibrils
GO:0005727	3	extrachromosomal circular DNA
GO:0005728	4	extrachromosomal rDNA circle
GO:0005729	4	2-micrometer circle DNA
GO:0005730	6	nucleolus
GO:0005731	4	nucleolus organizer region
GO:0005732	4	small nucleolar ribonucleoprotein complex
GO:0005736	9	RNA polymerase I complex
GO:0005737	3	cytoplasm
GO:0005739	6	mitochondrion
GO:0005740	5	mitochondrial envelope
GO:0005741	7	mitochondrial outer membrane
GO:0005742	5	mitochondrial outer membrane translocase complex
GO:0005743	6	mitochondrial inner membrane
GO:0005744	5	TIM23 mitochondrial import inner membrane translocase complex
GO:0005745	5	m-AAA complex
GO:0005746	4	mitochondrial respirasome
GO:0005747	7	mitochondrial respiratory chain complex I
GO:0005749	7	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)
GO:0005750	6	mitochondrial respiratory chain complex III
GO:0005751	6	mitochondrial respiratory chain complex IV
GO:0005753	6	mitochondrial proton-transporting ATP synthase complex
GO:0005754	5	mitochondrial proton-transporting ATP synthase, catalytic core
GO:0005756	5	mitochondrial proton-transporting ATP synthase, central stalk
GO:0005757	5	mitochondrial permeability transition pore complex
GO:0005758	7	mitochondrial intermembrane space
GO:0005759	6	mitochondrial matrix
GO:0005760	7	gamma DNA polymerase complex
GO:0005761	8	mitochondrial ribosome
GO:0005762	7	mitochondrial large ribosomal subunit
GO:0005763	7	mitochondrial small ribosomal subunit
GO:0005764	8	lysosome
GO:0005765	8	lysosomal membrane
GO:0005766	9	primary lysosome
GO:0005767	9	secondary lysosome
GO:0005768	8	endosome
GO:0005769	9	early endosome
GO:0005770	9	late endosome
GO:0005771	10	multivesicular body
GO:0005773	6	vacuole
GO:0005774	6	vacuolar membrane
GO:0005775	6	vacuolar lumen
GO:0005776	7	autophagosome
GO:0005777	7	peroxisome
GO:0005778	8	peroxisomal membrane
GO:0005779	6	integral component of peroxisomal membrane
GO:0005780	5	extrinsic component of intraperoxisomal membrane
GO:0005782	7	peroxisomal matrix
GO:0005783	6	endoplasmic reticulum
GO:0005784	5	Sec61 translocon complex
GO:0005785	4	signal recognition particle receptor complex
GO:0005786	5	signal recognition particle, endoplasmic reticulum targeting
GO:0005787	5	signal peptidase complex
GO:0005788	6	endoplasmic reticulum lumen
GO:0005789	5	endoplasmic reticulum membrane
GO:0005790	7	smooth endoplasmic reticulum
GO:0005791	7	rough endoplasmic reticulum
GO:0005793	6	endoplasmic reticulum-Golgi intermediate compartment
GO:0005794	6	Golgi apparatus
GO:0005795	5	Golgi stack
GO:0005796	6	Golgi lumen
GO:0005797	6	Golgi medial cisterna
GO:0005798	8	Golgi-associated vesicle
GO:0005801	6	cis-Golgi network
GO:0005802	5	trans-Golgi network
GO:0005811	6	lipid droplet
GO:0005813	4	centrosome
GO:0005814	6	centriole
GO:0005815	3	microtubule organizing center
GO:0005816	4	spindle pole body
GO:0005818	6	aster
GO:0005819	6	spindle
GO:0005821	3	intermediate layer of spindle pole body
GO:0005822	3	inner plaque of spindle pole body
GO:0005823	3	central plaque of spindle pole body
GO:0005824	3	outer plaque of spindle pole body
GO:0005825	3	half bridge of spindle pole body
GO:0005826	4	actomyosin contractile ring
GO:0005827	9	polar microtubule
GO:0005828	9	kinetochore microtubule
GO:0005829	3	cytosol
GO:0005831	3	steroid hormone aporeceptor complex
GO:0005832	4	chaperonin-containing T-complex
GO:0005833	3	hemoglobin complex
GO:0005834	5	heterotrimeric G-protein complex
GO:0005835	3	fatty acid synthase complex
GO:0005836	5	fatty-acyl-CoA synthase complex
GO:0005838	3	proteasome regulatory particle
GO:0005839	3	proteasome core complex
GO:0005840	6	ribosome
GO:0005844	4	polysome
GO:0005845	4	mRNA cap binding complex
GO:0005846	4	nuclear cap binding complex
GO:0005847	4	mRNA cleavage and polyadenylation specificity factor complex
GO:0005848	4	mRNA cleavage stimulating factor complex
GO:0005849	3	mRNA cleavage factor complex
GO:0005850	3	eukaryotic translation initiation factor 2 complex
GO:0005851	3	eukaryotic translation initiation factor 2B complex
GO:0005852	3	eukaryotic translation initiation factor 3 complex
GO:0005853	3	eukaryotic translation elongation factor 1 complex
GO:0005854	3	nascent polypeptide-associated complex
GO:0005856	6	cytoskeleton
GO:0005858	5	axonemal dynein complex
GO:0005859	5	muscle myosin complex
GO:0005861	3	troponin complex
GO:0005862	3	muscle thin filament tropomyosin
GO:0005863	7	striated muscle myosin thick filament
GO:0005865	4	striated muscle thin filament
GO:0005868	5	cytoplasmic dynein complex
GO:0005869	4	dynactin complex
GO:0005870	4	actin capping protein of dynactin complex
GO:0005871	4	kinesin complex
GO:0005872	5	minus-end kinesin complex
GO:0005873	5	plus-end kinesin complex
GO:0005874	7	microtubule
GO:0005875	3	microtubule associated complex
GO:0005876	8	spindle microtubule
GO:0005879	9	axonemal microtubule
GO:0005880	8	nuclear microtubule
GO:0005881	8	cytoplasmic microtubule
GO:0005882	7	intermediate filament
GO:0005883	8	neurofilament
GO:0005884	7	actin filament
GO:0005885	3	Arp2/3 protein complex
GO:0005886	4	plasma membrane
GO:0005887	5	integral component of plasma membrane
GO:0005889	7	potassium:proton exchanging ATPase complex
GO:0005890	7	sodium:potassium-exchanging ATPase complex
GO:0005891	8	voltage-gated calcium channel complex
GO:0005892	6	acetylcholine-gated channel complex
GO:0005893	6	interleukin-2 receptor complex
GO:0005894	6	interleukin-3 receptor complex
GO:0005895	6	interleukin-5 receptor complex
GO:0005896	6	interleukin-6 receptor complex
GO:0005897	6	interleukin-9 receptor complex
GO:0005898	6	interleukin-13 receptor complex
GO:0005899	7	insulin receptor complex
GO:0005900	6	oncostatin-M receptor complex
GO:0005901	8	caveola
GO:0005902	6	microvillus
GO:0005903	4	brush border
GO:0005905	5	clathrin-coated pit
GO:0005911	5	cell-cell junction
GO:0005912	6	adherens junction
GO:0005914	7	spot adherens junction
GO:0005915	7	zonula adherens
GO:0005916	6	fascia adherens
GO:0005917	7	nephrocyte diaphragm
GO:0005918	7	septate junction
GO:0005919	8	pleated septate junction
GO:0005920	8	smooth septate junction
GO:0005921	6	gap junction
GO:0005922	5	connexin complex
GO:0005923	7	bicellular tight junction
GO:0005925	6	focal adhesion
GO:0005927	6	muscle tendon junction
GO:0005929	5	cilium
GO:0005930	3	axoneme
GO:0005931	3	axonemal nexin link
GO:0005933	3	cellular bud
GO:0005934	4	cellular bud tip
GO:0005935	4	cellular bud neck
GO:0005937	5	mating projection
GO:0005938	4	cell cortex
GO:0005940	8	septin ring
GO:0005942	6	phosphatidylinositol 3-kinase complex
GO:0005943	8	phosphatidylinositol 3-kinase complex, class IA
GO:0005944	8	phosphatidylinositol 3-kinase complex, class IB
GO:0005945	6	6-phosphofructokinase complex
GO:0005946	5	alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)
GO:0005947	6	mitochondrial alpha-ketoglutarate dehydrogenase complex
GO:0005948	5	acetolactate synthase complex
GO:0005950	4	anthranilate synthase complex
GO:0005951	4	carbamoyl-phosphate synthase complex
GO:0005952	3	cAMP-dependent protein kinase complex
GO:0005953	5	CAAX-protein geranylgeranyltransferase complex
GO:0005954	3	calcium- and calmodulin-dependent protein kinase complex
GO:0005955	6	calcineurin complex
GO:0005956	3	protein kinase CK2 complex
GO:0005958	5	DNA-dependent protein kinase-DNA ligase 4 complex
GO:0005960	5	glycine cleavage complex
GO:0005962	6	mitochondrial isocitrate dehydrogenase complex (NAD+)
GO:0005963	6	magnesium-dependent protein serine/threonine phosphatase complex
GO:0005964	8	phosphorylase kinase complex
GO:0005965	5	protein farnesyltransferase complex
GO:0005966	4	cyclic-nucleotide phosphodiesterase complex
GO:0005967	6	mitochondrial pyruvate dehydrogenase complex
GO:0005968	5	Rab-protein geranylgeranyltransferase complex
GO:0005969	5	serine-pyruvate aminotransferase complex
GO:0005971	5	ribonucleoside-diphosphate reductase complex
GO:0005975	4	carbohydrate metabolic process
GO:0005976	5	polysaccharide metabolic process
GO:0005977	8	glycogen metabolic process
GO:0005978	9	glycogen biosynthetic process
GO:0005979	10	regulation of glycogen biosynthetic process
GO:0005980	9	glycogen catabolic process
GO:0005981	10	regulation of glycogen catabolic process
GO:0005982	8	starch metabolic process
GO:0005983	9	starch catabolic process
GO:0005984	6	disaccharide metabolic process
GO:0005985	7	sucrose metabolic process
GO:0005986	8	sucrose biosynthetic process
GO:0005987	8	sucrose catabolic process
GO:0005988	7	lactose metabolic process
GO:0005989	8	lactose biosynthetic process
GO:0005990	8	lactose catabolic process
GO:0005991	7	trehalose metabolic process
GO:0005992	8	trehalose biosynthetic process
GO:0005993	8	trehalose catabolic process
GO:0005994	7	melibiose metabolic process
GO:0005995	8	melibiose catabolic process
GO:0005996	5	monosaccharide metabolic process
GO:0005997	7	xylulose metabolic process
GO:0005998	8	xylulose catabolic process
GO:0005999	8	xylulose biosynthetic process
GO:0006000	7	fructose metabolic process
GO:0006001	8	fructose catabolic process
GO:0006002	6	fructose 6-phosphate metabolic process
GO:0006003	6	fructose 2,6-bisphosphate metabolic process
GO:0006004	7	fucose metabolic process
GO:0006005	9	L-fucose biosynthetic process
GO:0006006	7	glucose metabolic process
GO:0006007	8	glucose catabolic process
GO:0006009	7	glucose 1-phosphate phosphorylation
GO:0006011	8	UDP-glucose metabolic process
GO:0006012	7	galactose metabolic process
GO:0006013	7	mannose metabolic process
GO:0006014	7	D-ribose metabolic process
GO:0006015	8	5-phosphoribose 1-diphosphate biosynthetic process
GO:0006016	8	2-deoxyribose 1-phosphate biosynthetic process
GO:0006017	8	deoxyribose 1,5-bisphosphate biosynthetic process
GO:0006018	8	2-deoxyribose 1-phosphate catabolic process
GO:0006019	8	deoxyribose 5-phosphate phosphorylation
GO:0006020	7	inositol metabolic process
GO:0006021	8	inositol biosynthetic process
GO:0006022	5	aminoglycan metabolic process
GO:0006023	6	aminoglycan biosynthetic process
GO:0006024	7	glycosaminoglycan biosynthetic process
GO:0006025	8	galactosaminoglycan biosynthetic process
GO:0006026	6	aminoglycan catabolic process
GO:0006027	7	glycosaminoglycan catabolic process
GO:0006028	8	galactosaminoglycan catabolic process
GO:0006029	7	proteoglycan metabolic process
GO:0006030	7	chitin metabolic process
GO:0006031	8	chitin biosynthetic process
GO:0006032	8	chitin catabolic process
GO:0006033	5	chitin localization
GO:0006034	8	cuticle chitin metabolic process
GO:0006035	9	cuticle chitin biosynthetic process
GO:0006036	9	cuticle chitin catabolic process
GO:0006037	8	cell wall chitin metabolic process
GO:0006038	9	cell wall chitin biosynthetic process
GO:0006039	9	cell wall chitin catabolic process
GO:0006040	5	amino sugar metabolic process
GO:0006041	7	glucosamine metabolic process
GO:0006042	8	glucosamine biosynthetic process
GO:0006043	8	glucosamine catabolic process
GO:0006044	7	N-acetylglucosamine metabolic process
GO:0006045	8	N-acetylglucosamine biosynthetic process
GO:0006046	8	N-acetylglucosamine catabolic process
GO:0006047	8	UDP-N-acetylglucosamine metabolic process
GO:0006048	9	UDP-N-acetylglucosamine biosynthetic process
GO:0006049	9	UDP-N-acetylglucosamine catabolic process
GO:0006050	6	mannosamine metabolic process
GO:0006051	7	N-acetylmannosamine metabolic process
GO:0006052	8	N-acetylmannosamine biosynthetic process
GO:0006053	8	N-acetylmannosamine catabolic process
GO:0006054	7	N-acetylneuraminate metabolic process
GO:0006055	9	CMP-N-acetylneuraminate biosynthetic process
GO:0006056	7	mannoprotein metabolic process
GO:0006057	8	mannoprotein biosynthetic process
GO:0006058	8	mannoprotein catabolic process
GO:0006059	8	hexitol metabolic process
GO:0006060	9	sorbitol metabolic process
GO:0006061	10	sorbitol biosynthetic process
GO:0006062	10	sorbitol catabolic process
GO:0006063	8	uronic acid metabolic process
GO:0006064	10	glucuronate catabolic process
GO:0006065	9	UDP-glucuronate biosynthetic process
GO:0006066	5	alcohol metabolic process
GO:0006067	7	ethanol metabolic process
GO:0006068	8	ethanol catabolic process
GO:0006069	8	ethanol oxidation
GO:0006070	7	octanol metabolic process
GO:0006071	8	glycerol metabolic process
GO:0006072	7	glycerol-3-phosphate metabolic process
GO:0006073	7	cellular glucan metabolic process
GO:0006074	9	(1->3)-beta-D-glucan metabolic process
GO:0006075	10	(1->3)-beta-D-glucan biosynthetic process
GO:0006076	10	(1->3)-beta-D-glucan catabolic process
GO:0006077	9	(1->6)-beta-D-glucan metabolic process
GO:0006078	10	(1->6)-beta-D-glucan biosynthetic process
GO:0006079	10	(1->6)-beta-D-glucan catabolic process
GO:0006080	6	substituted mannan metabolic process
GO:0006081	4	cellular aldehyde metabolic process
GO:0006082	4	organic acid metabolic process
GO:0006083	8	acetate metabolic process
GO:0006084	12	acetyl-CoA metabolic process
GO:0006085	12	acetyl-CoA biosynthetic process
GO:0006086	12	acetyl-CoA biosynthetic process from pyruvate
GO:0006089	8	lactate metabolic process
GO:0006090	8	pyruvate metabolic process
GO:0006091	4	generation of precursor metabolites and energy
GO:0006094	8	gluconeogenesis
GO:0006096	12	glycolytic process
GO:0006097	9	glyoxylate cycle
GO:0006098	7	pentose-phosphate shunt
GO:0006099	4	tricarboxylic acid cycle
GO:0006101	8	citrate metabolic process
GO:0006102	8	isocitrate metabolic process
GO:0006103	8	2-oxoglutarate metabolic process
GO:0006104	12	succinyl-CoA metabolic process
GO:0006105	8	succinate metabolic process
GO:0006106	8	fumarate metabolic process
GO:0006107	8	oxaloacetate metabolic process
GO:0006108	8	malate metabolic process
GO:0006109	6	regulation of carbohydrate metabolic process
