Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_6_11160	-0.23	-0.05	-0.35	-0.46	-0.13	0.05	0.4	0.63	0.56	0.77
Pa_6_11170	-1.57	-2.15	-1.72	-0.99	0.39	0.33	-0.13	0.62	0.24	0.13
Pa_6_11180	-1.89	-0.85	-1.25	-0.68	-0.09	0.48	0.23	0.95	0.09	0.62
Pa_6_1120	-1.08	-0.29	-0.27	-0.04	0.12	0.13	0.37	0.37	0.04	-0.72
Pa_6_11200	2.8	2.61	1.27	0.47	-0.14	0.14	-0.32	-0.71	-0.8	-0.47
Pa_6_11210	1.28	1.53	0.6	0.34	-0.09	0.09	-0.26	-0.53	-0.87	-0.74
Pa_6_11220	-0.1	0.23	0.03	0.19	0.34	0.14	-0.03	-0.51	-0.48	-0.81
Pa_6_11230	-0.34	-0.2	-0.34	-0.24	-0.35	0.2	0.74	1.1	1.54	0.75
Pa_6_11240	0.44	0.1	0.17	0.06	-0.12	0	-0.07	0	-0.26	-0.22
Pa_6_11250	-0.52	-0.61	0.17	0.27	0.57	0.69	-0.07	0.07	-0.81	-0.72
Pa_6_11260	0.31	-0.14	0.54	0.06	0.26	0.57	-0.06	-0.15	-0.59	-1.32
Pa_6_11270	-0.21	1.02	0.66	0.49	-0.01	-0.08	-0.82	-0.85	0.01	0.72
Pa_6_11280	0.02	0.4	0.31	0.15	0.24	-0.32	-0.3	-0.02	-0.45	-0.32
Pa_6_11290	1.05	0.91	0.66	-0.04	-0.25	0.15	-0.27	0.04	-0.19	-0.55
Pa_6_1130	-0.91	-0.02	0.04	0.02	0.04	0.35	0.34	-0.49	-1.01	-0.37
Pa_6_11300	0.72	0.09	0.47	0.13	-0.36	0	-0.09	0	-0.11	-0.31
Pa_6_11310	0.18	0.12	-0.05	-0.09	0.01	-0.01	0.03	-0.15	-0.22	0.66
Pa_6_11320	-0.35	-0.59	0.61	1.53	1.59	0.59	0.15	-0.57	-0.6	-0.15
Pa_6_11330	0.96	0.33	0.22	-0.19	-0.33	-0.43	-0.68	-0.62	0.19	1.56
Pa_6_11340	0.98	0.7	0.4	0.13	-0.18	-0.13	-0.52	-0.82	-0.32	1.27
Pa_6_11350	-0.41	0.25	-0.01	-0.14	-0.32	0.01	0.09	0.27	0.02	-0.26
Pa_6_11360	-0.09	0.23	-0.02	-0.15	-0.43	-0.4	0.02	0.38	0.61	0.86
Pa_6_11370	0.01	0	-0.16	-0.14	0.2	0	-0.19	-0.23	0.08	1.35
Pa_6_11380	0.09	1.49	-0.04	0.04	-0.15	-0.15	-0.5	-0.7	0.3	2.77
Pa_6_11385	-0.23	0.18	0.11	-0.11	0.09	-0.09	-0.2	-0.48	0.56	0.75
Pa_6_11390	-0.21	0.18	-0.07	-0.04	-0.05	-0.03	0.03	0.13	2.1	2.4
Pa_6_1140	-0.21	0.03	1.31	1.31	0.89	0.43	-0.03	-0.16	-0.27	-0.37
Pa_6_11400	-0.4	0.82	0.41	0.48	0.3	0.08	-0.21	-0.12	-0.21	-0.08
Pa_6_11410	-0.1	-0.2	-0.26	0.17	-0.15	0.1	0.25	0.29	0.17	-0.24
Pa_6_11420	0.16	0.02	-0.08	-0.02	-0.09	0	-0.06	0	0.09	0.45
Pa_6_11430	0.23	0.87	-0.11	0.16	-0.02	0.02	-0.17	-0.43	-0.21	0.53
Pa_6_11440	0.16	-0.28	-0.2	-0.17	-0.24	-0.04	0.29	0.05	0.1	0.04
Pa_6_11450	-0.35	-0.08	-0.01	0.21	0.1	0.01	-0.03	-0.18	0.13	0.8
Pa_6_11460	-0.69	-0.29	-0.2	-0.29	0.2	-0.23	0.7	2.03	2.23	1.89
Pa_6_11465	-1.19	-1.27	-0.38	0.03	0.32	0.33	0.39	-0.18	-0.03	1.12
Pa_6_11470	-0.33	-0.36	-0.57	0.39	0.09	-0.32	-0.09	0.43	1.12	0.96
Pa_6_11480	-0.18	0.06	-0.21	-0.09	0.1	0.08	-0.08	0	0.02	0
Pa_6_11490	1.15	0.51	0.4	0.01	-0.01	0.09	-0.18	-0.36	-0.72	-1.65
Pa_6_1150	-0.02	0.02	0	0	-0.1	-0.33	0.04	0.28	0.3	-0.09
Pa_6_11500	-1.2	-1.48	-0.45	1.74	2.05	1.39	0.32	-0.81	-0.32	0.47
Pa_6_11510	0.22	0.06	-0.08	-0.05	-0.05	-0.02	0.03	0.02	0.08	-0.2
Pa_6_11520	-0.99	-0.63	0.47	1.02	1.24	0.47	0.29	-0.29	-0.38	-0.79
Pa_6_11530	-0.01	0.01	-0.05	0.48	0.24	-0.12	-0.14	-0.01	0.03	0.4
Pa_6_11540	0.37	0.24	0.3	-0.17	-0.06	0.06	-0.22	-0.84	-0.65	0.45
Pa_6_11550	0.18	-0.26	-0.38	0.07	0.15	-0.02	-0.2	0.03	0.02	-0.97
Pa_6_11560	0.23	0.17	-0.03	0.03	-0.06	-0.05	-0.07	0.09	-0.07	1.79
Pa_6_11570	0.55	0.5	0.39	0.21	-0.03	0	-0.21	-0.2	-0.19	0
Pa_6_11580	-0.07	1.1	-0.39	-0.39	0.73	0.07	0.41	-0.76	-0.34	0.15
Pa_6_11590	-0.02	-0.18	0.78	-0.2	0.55	1.57	0.11	-0.58	0.02	-0.44
Pa_6_1160	0.33	-0.05	-0.04	-0.04	-0.16	0.53	0.19	0.03	-0.03	0.12
Pa_6_11600	1.05	0.8	0.59	0.27	0.09	-0.2	-0.13	-0.09	-0.22	-1.13
Pa_6_11610	1.87	0.67	0.74	0.07	-0.07	-0.11	-0.18	-0.26	-0.11	1.3
Pa_6_11620	0.17	0.01	0.08	-0.4	-0.31	-0.28	-0.52	-0.01	1.49	3.07
Pa_6_11630	3.78	2.26	1.43	0.24	-0.24	-0.7	-1.09	-2.41	-2	0.29
Pa_6_11640	0.59	0.51	0.29	0.13	-0.03	-0.07	-0.24	0.03	-0.33	-0.24
Pa_6_11650	0.57	0.09	0.07	-0.03	-0.13	-0.33	-0.35	0.05	0.03	-0.06
Pa_6_11660	-0.21	0.73	0.72	0.88	0.22	0.21	-0.39	-0.75	-0.71	-0.92
Pa_6_11670	0.81	0.38	0.35	-0.04	-0.09	0.04	-0.33	-0.79	-0.59	0.54
Pa_6_11680	0.42	0.57	0.68	0.19	0.14	-0.14	-0.65	-1.3	-1.6	-0.84
Pa_6_11690	0.27	0.33	0.56	0.04	-0.04	0.04	-0.38	-1.11	-1.82	-3.46
Pa_6_1170	-0.24	0.12	0.09	0.04	-0.04	-0.18	-0.21	-0.15	0.05	0.3
Pa_6_11700	-0.17	0.1	0.18	0.15	-0.06	0.06	-0.51	-0.7	-0.3	0.08
Pa_6_11710	-1.43	-0.12	0.26	0.23	0.24	0.46	0.12	-1.64	-2.32	-1.75
Pa_6_11720	-0.09	-0.13	-0.04	0.08	0.04	0.17	0.47	0.31	-0.1	-0.46
Pa_6_11730	0.01	0.64	0.63	0.34	0.12	-0.01	-0.24	-0.17	-0.35	-0.27
Pa_6_11740	0.12	0.06	0.01	-0.05	-0.15	0.17	-0.03	-0.01	-0.37	0.03
Pa_6_11750	-0.08	0.03	-0.37	-0.09	-0.03	-0.23	0.25	0.87	0.7	0.51
Pa_6_11760	-0.99	-1.16	1.24	1.71	0.97	-0.22	-0.66	-0.76	0.22	0.7
Pa_6_11770	0.03	-0.31	-0.03	-0.04	-0.23	0.03	0.27	0.35	0.31	-0.22
Pa_6_11780	0.21	0.24	0.02	0	-0.15	-0.06	0	0.04	-0.14	-0.04
Pa_6_11790	0.04	-0.3	0.05	-0.09	-0.18	-0.01	0.01	0.13	0.25	-0.05
Pa_6_1180	0.45	-0.03	-0.23	-0.61	-0.15	-0.38	0.08	1.41	0.82	0.03
Pa_6_11800	-0.76	0.5	0.55	1.32	1.04	0.18	-0.18	-0.36	-0.44	-0.2
Pa_6_11810	0.14	0.33	-0.14	-0.55	-0.48	-0.28	-0.15	0.44	0.47	0.87
Pa_6_11820	-0.02	0.27	0.02	0.02	-0.19	-0.17	-0.09	0.05	0.07	-0.12
Pa_6_11830	0.23	-0.09	-0.29	-0.21	-0.37	0.03	0.26	0.12	0.35	-0.03
Pa_6_11840	0.04	-0.04	-0.15	-0.17	-0.08	-0.13	0.24	0.27	0.1	0.04
Pa_6_11850	0.24	-0.13	-0.19	-0.22	-0.28	0.08	0.22	0.08	-0.08	0.58
Pa_6_11860	-0.82	-0.43	0.03	-0.61	0.12	-0.03	-0.28	0.21	0.37	2.44
Pa_6_11870	-0.26	-0.02	0.04	-0.31	-0.31	0.02	-0.22	0.27	0.53	3.23
Pa_6_1190	-0.66	-1.17	-0.65	-0.18	-0.27	0.37	0.96	0.7	0.18	0.49
Pa_6_120	-0.05	0.74	0.17	0.05	0.3	0.17	-0.68	-2.22	-2.23	-1.7
Pa_6_1200	-0.48	0.28	0.29	-0.22	-0.03	-0.07	-0.22	0.61	0.58	0.03
Pa_6_1210	0.1	-0.3	-0.27	0	0	0.19	0.18	0.17	-0.23	-0.44
Pa_6_1230	-0.09	-0.22	-0.22	-0.16	0.08	0.02	0.45	0.39	0.06	-0.02
Pa_6_1240	0.5	0.01	-0.23	-0.12	-0.19	-0.01	0.24	0.42	0.21	-0.37
Pa_6_1245	0.41	-0.43	-0.39	-0.37	-0.27	0.16	0.67	0.68	0.46	-0.16
Pa_6_1250	0.56	0	0.12	-0.16	-0.1	-0.03	0.13	0.17	0	-0.28
Pa_6_1260	-0.66	-0.23	0.14	0.03	-0.07	-0.16	0.07	-0.03	0.05	0.56
Pa_6_1270	-0.25	-0.03	0.08	0.29	0.22	0.06	0.03	-0.03	-0.28	-0.06
Pa_6_1280	0.27	-0.85	-0.37	-0.42	-0.19	0.19	0.88	0.91	0.4	-0.66
Pa_6_1290	1.25	0.53	-0.08	-1.44	-1.97	-0.53	0.76	0.08	0.61	-1.26
Pa_6_130	-0.72	-0.19	0.6	0.49	0.53	0.25	0.15	-0.15	-0.5	-0.88
Pa_6_1300	0.19	-0.19	-0.2	-0.19	-0.26	0.36	0.79	0.61	0.2	-0.42
Pa_6_1310	-0.3	0.43	0.67	-0.27	0.45	0.16	0.95	-0.16	-1.24	-1.71
Pa_6_1317	0.02	0.72	-0.02	-0.56	-0.69	0.06	1.14	0.32	-0.68	-1.04
Pa_6_1318	-0.44	0.19	-0.1	-0.08	-0.08	-0.21	0.08	0.6	0.4	0.3
Pa_6_1320	-0.01	-0.24	-0.29	-0.43	-0.48	0.01	0.76	1.19	0.98	1.36
Pa_6_1330	-0.25	-0.08	0.01	-0.01	-0.01	0.21	0.47	0.45	0.2	-0.02
Pa_6_1340	-0.49	-0.68	0.65	1.06	1.18	0.91	0.29	-0.49	-1.04	-0.29
Pa_6_1350	-0.13	-0.32	0.02	0.28	0.28	0.16	0.27	-0.02	-0.33	-0.38
Pa_6_1360	-0.02	-0.19	-0.14	0.07	0.22	0.02	0.25	-0.03	-0.4	0.22
Pa_6_1370	0.2	-0.04	-0.23	-0.23	-0.03	0.17	0.31	0.4	0.03	-0.45
Pa_6_1380	-0.39	-0.27	-0.34	0.04	0.4	0.47	0.94	0.63	-0.04	-0.41
Pa_6_1390	0.04	-0.91	-0.52	-0.17	-0.04	0.29	0.91	1.1	0.78	-0.14
Pa_6_140	0.12	-0.05	-0.12	-0.24	-0.27	-0.19	0.05	0.27	0.47	0.3
Pa_6_1400	0	-0.53	-0.35	-0.29	-0.35	0	0.3	0.39	0.39	0.43
Pa_6_1410	-0.09	-0.47	-0.28	-0.36	-0.32	0.2	0.52	0.7	0.43	0.09
Pa_6_1420	-2.45	-0.67	-0.51	0.07	-0.16	0.46	0.4	0.73	0.57	-0.07
Pa_6_1430	-0.07	-0.34	-0.12	0.1	0.24	0.07	0.25	0.27	-0.09	-0.26
Pa_6_1440	0.32	-0.32	-0.04	0.01	-0.01	0.32	0.43	0.27	-0.2	-0.71
Pa_6_145	1.41	1.11	0.67	0.14	0.18	-0.14	-0.74	-0.56	-0.41	-1.14
Pa_6_1450	0.33	-0.56	-0.55	-0.27	-0.19	0.19	0.76	0.63	0.41	-0.31
Pa_6_1460	-0.73	-0.42	0.01	0.1	0.19	0.45	0.75	-0.01	-0.27	-0.63
Pa_6_1470	0.3	0.41	0.04	0.18	-0.11	-0.13	0	0	-0.15	-0.3
Pa_6_1480	0.09	-0.01	-0.09	-0.54	-0.66	-0.5	0.01	0.96	1.99	1.81
Pa_6_1490	0.42	-0.14	0.04	-0.17	-0.12	0.06	0.12	-0.04	-0.19	0.45
Pa_6_150	0.13	-0.33	-0.01	-0.26	-0.39	-0.19	0.01	0.46	0.57	0.09
Pa_6_1500	-0.17	-0.26	-0.08	0.21	0	0.08	0	0.19	-0.02	1.12
Pa_6_1510	0.24	0.37	-0.11	0.31	0.18	-0.05	-0.04	0.04	-0.12	-0.3
Pa_6_1520	-0.14	-0.03	0.19	0.28	0.03	0.17	0.03	-0.07	-0.24	-0.37
Pa_6_1530	-0.39	-0.63	-0.05	-0.33	0.05	0.34	0.77	0.88	0.4	-0.09
Pa_6_1540	0.09	-0.05	-0.34	-0.16	-0.15	0.05	0.33	0.46	0.47	-0.12
Pa_6_1550	-0.05	0.09	0.06	-0.13	0.08	-0.29	0.05	0.08	-0.17	-1.13
Pa_6_1560	0	-0.29	0.09	-0.43	0.04	0	0.1	0.15	-0.08	-0.3
Pa_6_1570	0.22	-0.33	-0.24	0.11	-0.11	0.05	0.05	0.25	-0.05	-0.24
Pa_6_1580	0	0	0.24	0.25	-0.04	-0.01	-0.13	-0.04	0.11	0.45
Pa_6_1590	-0.17	0.17	-0.25	0.03	0.02	0.1	-0.17	-0.02	-0.26	0.31
Pa_6_160	-0.06	0.75	0.11	0.06	-0.11	0.1	-0.38	-0.38	-0.44	0.14
Pa_6_1600	-0.78	-0.54	-0.9	-0.52	-0.03	0.3	0.73	0.9	0.7	0.03
Pa_6_1620	-0.02	-0.49	-0.44	-0.41	0.02	0.06	0.61	1.31	0.51	-1.38
Pa_6_1630	-0.15	0.05	-0.18	0	0.09	0	0.15	0.19	-0.3	-0.65
Pa_6_1640	0.56	0.09	0.24	0.07	-0.02	-0.08	-0.03	0.02	-0.27	-0.37
Pa_6_1650	0.2	-0.02	-0.34	-0.15	-0.02	0.02	0.23	0.07	-0.26	0.23
Pa_6_1660	0.29	-0.22	-0.05	-0.17	-0.06	0.05	0.31	0.45	0.23	-0.2
Pa_6_1670	-0.43	0.71	0.53	0.01	0.22	-0.1	-0.38	-0.01	-0.07	0.43
Pa_6_1680	-0.08	-0.47	-0.1	-0.15	-0.14	0.08	0.35	0.4	1.02	0.45
Pa_6_1690	-0.17	-0.25	-0.34	-0.17	-0.01	0.01	0.13	0.24	0.93	0.67
Pa_6_170	-0.15	0.05	-0.04	-0.25	-0.27	-0.16	0.04	1.69	3.12	3.27
Pa_6_1700	0.46	0.02	-0.03	-0.06	-0.1	-0.01	0.21	0.41	0.01	-0.41
Pa_6_1710	-0.48	-0.06	0.31	-0.58	0.06	0.11	0.38	-0.45	-0.36	0.29
Pa_6_1720	0.32	-0.38	-0.12	0.01	-0.02	0	0	0.45	0.06	-0.24
Pa_6_1730	-0.29	-0.27	-0.31	-0.23	0	0	0.4	0.57	0.47	0.3
Pa_6_1740	0.27	-0.16	0.1	-0.15	0.03	-0.04	0.17	-0.03	-0.07	0.07
Pa_6_1750	0.35	-0.1	-0.3	-0.26	-0.25	-0.1	0.1	0.32	0.36	0.53
Pa_6_1760	0.04	-0.35	-0.19	-0.3	-0.04	0.07	0.65	0.64	0.22	-0.06
Pa_6_1765	-0.73	0.21	-0.42	-0.8	-0.47	-0.21	0.3	2.33	3.81	3.03
Pa_6_1770	1.7	0.63	-0.07	-0.29	0.01	-0.06	0.24	-0.01	0.23	-0.03
Pa_6_1780	0.2	-0.04	-0.27	-0.24	-0.32	-0.02	0.1	0.13	0.02	0.12
Pa_6_1790	0.11	0.06	-0.32	-0.07	-0.17	0.21	-0.06	-0.09	0.25	0.99
Pa_6_180	-0.21	-0.93	-0.54	-0.28	-0.19	0.19	0.64	0.85	0.96	0.3
Pa_6_1800	0.78	-0.09	0	-0.37	-0.22	-0.12	0	0.22	0.03	0.13
Pa_6_1810	0.2	-0.02	0.15	-0.17	0	0	0.18	0.18	-0.29	-0.6
Pa_6_1820	0.28	0.13	0.1	0.04	-0.01	0.01	-0.11	-0.13	-0.35	-0.56
Pa_6_1830	0.25	-0.23	0.06	-0.06	0.15	0.35	0.2	-0.21	-0.33	-0.73
Pa_6_1840	0.04	-0.27	-0.04	-0.11	-0.16	0.1	0.31	0.54	0.33	-0.54
Pa_6_1850	0.57	0.57	0.24	0.69	-0.2	-0.31	-0.28	0.04	-0.04	-0.79
Pa_6_1860	0.47	0.37	0.21	0.02	-0.15	0.12	-0.02	-0.08	-0.19	-0.67
Pa_6_1870	-0.31	0.05	-0.33	0.11	-0.05	-0.26	0.08	0.26	0.29	-0.43
Pa_6_1880	0.03	-0.03	0.43	0.39	0.2	0.16	-0.25	-0.35	-0.2	-0.09
Pa_6_1890	0.06	0.41	-0.25	0.01	-0.15	-0.01	0.22	0.26	-0.08	-0.37
Pa_6_190	-0.18	-0.3	-0.35	-0.02	0.02	-0.08	0.32	0.36	0.52	0.68
Pa_6_1910	0.25	0.08	-0.21	-0.26	-0.15	-0.02	0.27	0.44	0.02	-0.32
Pa_6_1920	0.01	-0.1	-0.24	-0.01	0.02	0.07	0.39	0.3	-0.14	-0.2
Pa_6_1930	0.13	0.13	-0.1	-0.1	-0.21	-0.06	0.09	0.24	0.06	-0.24
Pa_6_1940	0.23	-0.14	-0.15	-0.12	-0.25	-0.02	0.15	0.12	0.35	0.02
Pa_6_1950	-0.02	0.02	-0.31	-0.33	-0.12	-0.1	0.19	0.37	0.38	4
Pa_6_1955	0.7	0.07	0.18	-0.03	-0.09	0.03	0.31	-0.04	-0.38	-0.51
Pa_6_1960	-0.09	0.02	0.52	0.27	0.22	0.41	-0.02	-0.24	-0.68	-1.02
Pa_6_1970	-0.79	0.19	-0.47	0	-0.13	0	-0.02	0.65	0.92	0.93
Pa_6_1975	-0.71	0	-0.41	-0.28	-0.26	0	0.34	0.29	1.07	0.89
Pa_6_1980	-2.4	-0.81	-1.24	-1.48	-0.76	0.76	2.28	3.07	2.36	1.84
Pa_6_1990	-1	-0.48	-0.66	-0.12	0.12	0.42	0.26	0.88	0.46	-0.31
Pa_6_1993	-0.5	-0.13	-0.29	0.17	0.09	0.35	0.17	0.12	-0.09	-0.16
Pa_6_1996	-1.24	-0.04	0.04	1.31	0.7	0.93	0.52	-0.31	-0.07	-1.38
Pa_6_20	0.66	0.75	0.25	0.3	0.17	-0.17	-0.5	-0.67	-0.9	-0.89
Pa_6_200	0.05	-0.05	-0.16	-0.27	-0.07	0.1	0.47	0.31	0.25	-0.06
Pa_6_2000	0.31	-0.13	-0.39	-0.06	-0.06	0.06	0.48	0.6	0.21	-0.42
Pa_6_2005	0.07	0.14	0.11	-0.08	0.04	0.04	-0.17	-0.04	-0.09	-0.08
Pa_6_2010	0.03	0.6	0.7	0.65	0.08	-0.03	-0.49	-0.23	-0.23	-0.62
Pa_6_2020	1.13	0.74	0.25	0.11	0.1	-0.1	-0.18	-0.45	-0.7	-1.14
Pa_6_2030	-0.1	-0.3	-0.28	-0.01	0.01	0.43	0.97	0.87	0.47	-0.56
Pa_6_2040	0.23	0.02	0.06	0.01	-0.05	-0.01	-0.12	0.01	-0.21	-0.08
Pa_6_2050	-1.03	1.13	0.36	0.02	-0.02	-0.43	-0.99	-0.74	0.38	1.04
Pa_6_2051	0.05	-0.11	-0.05	0.06	0.15	-0.37	0.11	0.12	-0.14	-0.32
Pa_6_2057	-0.03	0.42	0.03	0.09	0.16	-0.09	-0.47	-0.36	-0.33	0.24
Pa_6_2070	0.11	0.05	-0.25	0.01	-0.12	-0.09	0.16	0.24	-0.01	-0.66
Pa_6_2080	0.25	-0.58	-0.01	0.13	0.01	0.36	0.25	-0.04	-0.27	-0.47
Pa_6_2090	0.43	0.03	-0.19	-0.15	-0.17	-0.03	0.31	0.39	0.17	-0.07
Pa_6_210	-0.07	0.41	0.1	0.31	0.11	-0.02	-0.24	0.02	-0.13	-0.03
Pa_6_2100	-0.07	-0.02	-0.35	-0.16	0.07	-0.13	0.12	0.69	0.22	0.02
Pa_6_2110	-0.34	-0.01	1.37	0.97	0.76	-0.27	-0.16	-0.32	0.01	0.88
Pa_6_2120	0	0.04	0	0.18	0.03	-0.23	-0.53	-0.4	-0.16	0.41
Pa_6_2130	0.05	-0.46	-0.32	-0.29	-0.27	-0.05	0.41	0.44	0.4	0.44
Pa_6_2140	-0.13	-0.01	-0.31	0.01	-0.18	-0.15	0.04	0.34	0.89	0.54
Pa_6_2150	-0.71	-0.41	-0.34	0.01	0.41	0.04	-0.01	-0.02	0.02	0.37
Pa_6_2160	0.07	0.11	-0.54	0.1	-0.04	-0.44	-0.13	0.38	0.04	-0.68
Pa_6_2170	-0.25	0.27	0.26	0.19	0.03	0.15	-0.07	-0.03	-0.06	-0.26
Pa_6_2180	-0.05	-0.01	0	0	-0.1	-0.03	0.17	0.18	0.18	0.59
Pa_6_2190	0.25	0.06	-0.05	-0.03	-0.09	0	0.2	0.12	0	-0.21
Pa_6_220	-0.18	0.17	0.76	0.34	0.09	-0.03	-0.16	-0.01	0.01	-0.16
Pa_6_2200	-1.59	0.12	-0.17	0.36	0.34	-0.12	-0.5	-0.31	1.19	3.73
Pa_6_2210	0.65	0.38	0.24	0.06	-0.06	-0.25	-0.18	-0.45	-0.34	0.42
Pa_6_2220	-0.43	0.11	-0.13	-0.04	0.06	0.04	-0.04	0.17	0.05	-0.95
Pa_6_2230	-0.02	-0.03	0.02	-0.28	-0.06	0.43	-0.1	0.95	1.64	1.91
Pa_6_2240	0.27	0.15	-0.07	-0.29	0.12	0.36	0.02	-0.02	-0.37	-0.09
Pa_6_2250	-0.09	-0.44	-0.58	-0.46	-0.16	0.09	0.2	0.23	0.92	1.25
Pa_6_2260	0.07	0.02	0.32	-0.35	0.16	-0.02	0.09	-0.2	-0.12	-0.12
Pa_6_2270	-0.11	0.4	0.31	0.11	-0.19	-0.33	-0.13	0.84	1.06	-1.22
Pa_6_2280	0.02	0.56	0.32	-0.02	-0.53	-0.72	-0.68	0.47	0.69	-1.38
Pa_6_2290	0.23	0.82	0.6	-0.03	-0.29	-0.49	-0.67	0.09	0.03	-1.27
Pa_6_2295	0.1	-0.4	0.03	-0.04	0.6	0.21	0.3	-0.13	-0.03	-0.27
Pa_6_230	1.04	1.52	1.03	0.01	0.13	-0.01	-0.38	-0.81	-1.03	-1.01
Pa_6_2300	0	0.16	-0.08	-0.34	0.29	0.08	0	-0.27	-0.23	0.06
Pa_6_2310	-0.28	0.02	-0.25	-0.02	0.28	0.36	0.23	-0.06	0.09	-0.32
Pa_6_2320	1.85	0.29	0.17	-0.17	-1.01	-1.46	-1.75	-0.68	1.18	0.41
Pa_6_2325	-0.07	0.31	0	0	0.21	0.14	-0.03	-0.01	0	0.08
Pa_6_2330	-1.76	0.01	-0.37	-0.01	0.01	0.18	0.13	0.19	-0.04	-0.69
Pa_6_2340	1.91	0.79	0.99	-0.13	0.13	0.13	-0.57	-1.34	-1.81	-1.63
Pa_6_2350	-0.2	-0.43	-0.03	0.14	0.21	0.14	-0.16	-0.25	0.03	0.42
Pa_6_2360	-0.51	0.02	-0.38	-0.09	-0.02	0.42	-0.15	0.13	0.18	0.74
Pa_6_2370	-1.09	-0.11	-0.31	-0.14	0.01	-0.01	0.49	1.36	1.41	2.15
Pa_6_2380	0.45	0.2	0.49	0.31	0.13	-0.13	-0.59	-1.26	-1.67	-1.92
Pa_6_2390	1.5	1.77	0.99	0.45	0.09	-0.09	-0.66	-0.48	-0.65	-0.99
Pa_6_2395	0.02	-0.5	-0.12	-0.11	0.21	-0.02	0.13	0.56	0.29	-0.1
Pa_6_240	0.08	-0.66	-0.34	-0.3	-0.26	-0.02	0.37	0.22	0.02	0.82
Pa_6_2400	0.05	0.11	-0.31	0.15	-0.1	0.21	0.31	-0.05	-0.34	-0.61
Pa_6_2410	0.03	0.5	0.63	0.2	0.03	-0.03	-0.6	-0.71	-1.08	-1.52
Pa_6_2420	-0.62	-0.01	0.84	-0.4	0.6	0.92	0.01	-0.35	-1.63	0.59
Pa_6_2430	-0.64	0.15	0.65	-0.53	0.08	0.47	-0.17	-0.33	-0.08	0.14
Pa_6_2440	1.22	1.07	0.69	0.43	0.18	-0.18	-0.21	-0.66	-1.26	-1.83
Pa_6_2450	-0.1	0.47	0.03	-0.03	0.23	0.23	-0.27	0.06	-0.15	-0.4
Pa_6_2460	1.01	1.27	0.95	0.49	-0.12	0.12	-0.25	-0.84	-1.07	-1.69
Pa_6_2470	-1.35	-1	-0.3	0.02	-0.44	0.25	0.28	0.13	0.05	-0.02
Pa_6_2480	-0.38	-0.19	-0.31	0.19	0.26	-0.25	0.19	-0.37	1.17	2.04
Pa_6_2490	-0.07	0.06	0.02	-0.05	-0.02	-0.09	0.17	0.41	0.09	-0.46
Pa_6_250	0.39	0.3	0.11	0.02	0.14	-0.06	-0.02	-0.08	-0.32	-0.46
Pa_6_2500	0.18	0.12	0.05	-0.09	-0.39	0.06	-0.05	-0.14	-0.15	0.4
Pa_6_2510	0.07	0.12	0.16	-0.21	-0.3	-0.18	-0.07	-0.13	0.08	0.8
Pa_6_2515	-0.53	0.22	-0.18	-0.16	0.5	0.04	-0.03	-0.05	0.03	0.58
Pa_6_2520	0.51	-0.26	-0.02	-0.33	-0.37	0.07	0.02	0.19	0.12	-0.08
Pa_6_2530	0.07	-0.28	-0.16	-0.06	0.06	0.07	0.22	0.24	-0.09	-0.2
Pa_6_2540	0.22	0	-0.16	-0.07	-0.28	0	0.21	0.23	0.13	-0.22
Pa_6_2550	-0.12	0.2	0.31	0.1	0.16	0.33	-0.11	-0.35	-0.3	-0.1
Pa_6_2570	0.05	-0.29	0.08	0.14	-0.14	-0.17	0.04	-0.05	-0.04	0.29
Pa_6_2580	0.02	0.16	0.04	0.05	-0.2	-0.18	-0.09	0.01	-0.01	-0.37
Pa_6_2590	-0.18	-0.46	0.02	-0.02	-0.2	0.35	0.55	0.39	0.02	-0.43
Pa_6_260	0.09	-0.34	-0.95	0.02	0	-0.31	-0.6	0.16	0.2	0
Pa_6_2600	-0.19	-0.76	0.11	-0.16	-0.39	-0.11	0.24	0.24	0.43	0.94
Pa_6_2610	0.34	-0.21	0	-0.33	-0.18	0	0.27	0.19	0.09	-0.32
Pa_6_2620	-1.16	0.07	-0.23	0.23	0.07	0.18	0.24	-0.07	-0.51	-0.89
Pa_6_2630	-0.62	-0.55	-0.33	0.11	-0.11	-0.23	0.24	0.47	0.83	0.38
Pa_6_2640	-0.33	0.07	-0.02	0.11	0.02	0.11	-0.02	-0.14	-0.21	0.28
Pa_6_2650	0.05	0.23	0.03	0.13	-0.03	-0.11	-0.23	-0.03	-0.12	0.31
Pa_6_2660	0.37	-0.15	-0.11	-0.08	-0.25	0.15	0.22	0.13	0.08	-0.08
Pa_6_2670	-0.11	0.01	-0.19	-0.01	-0.13	-0.13	0.04	0.08	0.39	0.19
Pa_6_2680	0.04	0.22	-0.1	0.06	-0.07	0.06	-0.02	0.02	-0.15	-0.28
Pa_6_2690	0.39	0.01	0.08	-0.06	-0.33	-0.01	0.2	0.1	-0.1	-0.14
Pa_6_270	1.03	0.64	0	-0.24	-0.05	-0.14	0.22	0.39	0	-0.47
Pa_6_2700	0.16	0.15	0	0.02	0	-0.02	-0.02	0	-0.15	-0.45
