DE_gene		UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
Pa_1_20720	OG0002757	tr|Q2H416|Q2H416_CHAGB	sp|Q7SDZ1|ISN1_NEUCR	tr|F7VST4|F7VST4_SORMK	tr|G0RGA2|G0RGA2_HYPJQ	Pa_1_20720|chrm1|Putative
Pa_1_20730	OG0005232	tr|Q2H415|Q2H415_CHAGB	tr|Q7SDZ2|Q7SDZ2_NEUCR	tr|F7VST3|F7VST3_SORMK	tr|G0RAG2|G0RAG2_HYPJQ	Pa_1_20730|chrm1|Putative
Pa_1_20810	OG0001012	tr|Q2H889|Q2H889_CHAGB		tr|F7VSS6|F7VSS6_SORMK	tr|G0RE71|G0RE71_HYPJQ	Pa_1_20810|chrm1|Putative, Pa_1_24470|chrm1|Putative, Pa_5_7741|chrm5|Putative
Pa_1_20870	OG0007604		tr|V5IP50|V5IP50_NEUCR	tr|F7VSR9|F7VSR9_SORMK		Pa_1_20870|chrm1|Putative
Pa_1_20890	OG0004305	tr|Q2H3Z1|Q2H3Z1_CHAGB	tr|A7UVY8|A7UVY8_NEUCR	tr|F7VSR6|F7VSR6_SORMK	tr|G0RGB5|G0RGB5_HYPJQ	Pa_1_20890|chrm1|Putative
Pa_1_20900	OG0005929	tr|Q2H3Z7|Q2H3Z7_CHAGB	tr|V5IQM8|V5IQM8_NEUCR	tr|F7VSR8|F7VSR8_SORMK	tr|G0RGB6|G0RGB6_HYPJQ	Pa_1_20900|chrm1|Putative
Pa_1_20920	OG0005231	tr|Q2H3Z2|Q2H3Z2_CHAGB	tr|Q7SH84|Q7SH84_NEUCR	tr|F7VSR7|F7VSR7_SORMK	tr|G0REY9|G0REY9_HYPJQ	Pa_1_20920|chrm1|Putative
Pa_1_20950	OG0001210	tr|Q2H3Y7|Q2H3Y7_CHAGB	tr|Q7SH89|Q7SH89_NEUCR	tr|F7VSR1|F7VSR1_SORMK	tr|G0RGB1|G0RGB1_HYPJQ	Pa_1_20950|chrm1|Putative, Pa_1_60|chrm1|Putative
Pa_1_20990	OG0005885	tr|Q2H3Y3|Q2H3Y3_CHAGB	tr|V5IRE4|V5IRE4_NEUCR	tr|F7VSQ7|F7VSQ7_SORMK	tr|G0RFY7|G0RFY7_HYPJQ	Pa_1_20990|chrm1|Putative
Pa_1_21010	OG0000532	tr|Q2H3X1|Q2H3X1_CHAGB	tr|A7UWE3|A7UWE3_NEUCR, tr|Q7SHA7|Q7SHA7_NEUCR	tr|F7VSP4|F7VSP4_SORMK, tr|F7VZW9|F7VZW9_SORMK		Pa_1_21010|chrm1|Putative, Pa_6_2890|chrm6|Putative, Pa_7_4890|chrm7|Putative
Pa_1_21020	OG0006843		tr|Q7SHA5|Q7SHA5_NEUCR	tr|F7VSP6|F7VSP6_SORMK	tr|G0RFT3|G0RFT3_HYPJQ	Pa_1_21020|chrm1|Putative
Pa_1_21030	OG0000800	tr|Q2H3X3|Q2H3X3_CHAGB	tr|Q7SHA4|Q7SHA4_NEUCR	tr|F7VSP7|F7VSP7_SORMK	tr|G0RFX8|G0RFX8_HYPJQ, tr|G0RK65|G0RK65_HYPJQ	Pa_1_21030|chrm1|Putative
Pa_1_21040	OG0008557		tr|V5INZ5|V5INZ5_NEUCR			Pa_1_21040|chrm1|Putative
Pa_1_21060	OG0000265	tr|Q2GVE5|Q2GVE5_CHAGB, tr|Q2H3X5|Q2H3X5_CHAGB, tr|Q2H5L3|Q2H5L3_CHAGB	tr|Q1K5E4|Q1K5E4_NEUCR, tr|Q7SHA2|Q7SHA2_NEUCR	tr|F7VSP9|F7VSP9_SORMK, tr|F7W845|F7W845_SORMK	tr|G0RFX9|G0RFX9_HYPJQ	Pa_1_21060|chrm1|Putative, Pa_3_5815|chrm3|Putative
Pa_1_21080	OG0004843	tr|Q2H3X7|Q2H3X7_CHAGB	tr|Q7SHA0|Q7SHA0_NEUCR	tr|F7VSQ1|F7VSQ1_SORMK	tr|G0RFY1|G0RFY1_HYPJQ	Pa_1_21080|chrm1|Putative
Pa_1_2110	OG0004320	tr|Q2HD05|Q2HD05_CHAGB	tr|V5IR11|V5IR11_NEUCR	tr|F7VXX5|F7VXX5_SORMK	tr|G0RNF2|G0RNF2_HYPJQ	Pa_1_2110|chrm1|Putative
Pa_1_21160	OG0003459	tr|Q2H3V6|Q2H3V6_CHAGB	tr|Q7SHC0|Q7SHC0_NEUCR	tr|F7VSN3|F7VSN3_SORMK	tr|G0RFX4|G0RFX4_HYPJQ	Pa_1_21160|chrm1|Putative
Pa_1_21170	OG0002584	tr|Q2H3V5|Q2H3V5_CHAGB	tr|V5IQN6|V5IQN6_NEUCR	tr|F7VSN5|F7VSN5_SORMK	tr|G0RFX5|G0RFX5_HYPJQ	Pa_1_21170|chrm1|Putative
Pa_1_21280	OG0007433	tr|Q2H3V2|Q2H3V2_CHAGB			tr|G0RJ28|G0RJ28_HYPJQ	Pa_1_21280|chrm1|Putative
Pa_1_21290	OG0001072	tr|Q2GT36|Q2GT36_CHAGB	tr|Q7S6U0|Q7S6U0_NEUCR	tr|F7VMV7|F7VMV7_SORMK	tr|G0RIN3|G0RIN3_HYPJQ	Pa_1_21290|chrm1|Putative, Pa_4_3440|chrm4|Putative
Pa_1_21380	OG0006409	tr|Q2H3T9|Q2H3T9_CHAGB	tr|Q7SHD3|Q7SHD3_NEUCR	tr|F7VSM3|F7VSM3_SORMK		Pa_1_21380|chrm1|Putative
Pa_1_2140	OG0000215	tr|Q2H9T9|Q2H9T9_CHAGB, tr|Q2HD11|Q2HD11_CHAGB	tr|Q7RY95|Q7RY95_NEUCR, tr|Q7SGU1|Q7SGU1_NEUCR	tr|F7VK61|F7VK61_SORMK, tr|F7VXY3|F7VXY3_SORMK	tr|G0R8M6|G0R8M6_HYPJQ, tr|G0RRW0|G0RRW0_HYPJQ	Pa_1_2140|chrm1|Putative, Pa_6_2480|chrm6|Putative, Pa_7_5610|chrm7|Putative
Pa_1_21410	OG0000629	tr|Q2GUN1|Q2GUN1_CHAGB, tr|Q2H3T5|Q2H3T5_CHAGB	tr|Q1K8P3|Q1K8P3_NEUCR	tr|F7VJY7|F7VJY7_SORMK, tr|F7VSM0|F7VSM0_SORMK		Pa_1_21410|chrm1|Putative, Pa_7_10|chrm7|Putative
Pa_1_21430	OG0006800		tr|Q7S260|Q7S260_NEUCR	tr|F7W8D0|F7W8D0_SORMK	tr|G0R8N5|G0R8N5_HYPJQ	Pa_1_21430|chrm1|Putative
Pa_1_21440	OG0008134	tr|Q2GTV8|Q2GTV8_CHAGB				Pa_1_21440|chrm1|Putative
Pa_1_21470	OG0007956					Pa_1_21470|chrm1|Putative, Pa_3_5503|chrm3|Putative, Pa_3_5505|chrm3|Putative
Pa_1_21490	OG0009254					Pa_1_21490|chrm1|Putative, Pa_3_11560|chrm3|Putative
Pa_1_21540	OG0007235					Pa_1_21540|chrm1|Putative, Pa_5_10590|chrm5|Putative, Pa_5_12760|chrm5|Putative, Pa_5_310|chrm5|Putative
Pa_1_21590	OG0000988	tr|Q2HHF9|Q2HHF9_CHAGB				Pa_1_21590|chrm1|Putative, Pa_2_7690|chrm2|Putative, Pa_5_10613|chrm5|Putative, Pa_5_315|chrm5|Putative, Pa_6_2350|chrm6|Putative
Pa_1_21595	OG0007961					Pa_1_21595|chrm1|Putative, Pa_2_14135|chrm2|Putative, Pa_5_10615|chrm5|Putative
Pa_1_21650	OG0006014			tr|F7WCQ9|F7WCQ9_SORMK	tr|G0RMJ4|G0RMJ4_HYPJQ	Pa_1_21640|chrm1|Putative, Pa_1_21650|chrm1|Putative, Pa_6_7270|chrm6|Putative
Pa_1_21670	OG0009252					Pa_1_21670|chrm1|Putative, Pa_5_640|chrm5|Putative
Pa_1_21680	OG0000247	tr|Q2GQJ0|Q2GQJ0_CHAGB, tr|Q2GWJ1|Q2GWJ1_CHAGB, tr|Q2GX24|Q2GX24_CHAGB, tr|Q2H5F1|Q2H5F1_CHAGB, tr|Q2H5T6|Q2H5T6_CHAGB, tr|Q2H7Q8|Q2H7Q8_CHAGB, tr|Q2H894|Q2H894_CHAGB, tr|Q2H9H7|Q2H9H7_CHAGB, tr|Q2HAP0|Q2HAP0_CHAGB				Pa_1_21680|chrm1|Putative
Pa_1_21690	OG0000648	tr|Q2GTX1|Q2GTX1_CHAGB, tr|Q2H052|Q2H052_CHAGB	tr|V5IQ54|V5IQ54_NEUCR	tr|F7VNM2|F7VNM2_SORMK	tr|G0RX37|G0RX37_HYPJQ	Pa_1_21690|chrm1|Putative, Pa_3_4020|chrm3|Putative
Pa_1_21730	OG0009272					Pa_1_21730|chrm1|Putative, Pa_5_10910|chrm5|Putative
Pa_1_21780	OG0000954	tr|Q2H2J4|Q2H2J4_CHAGB	tr|Q7RZ31|Q7RZ31_NEUCR	tr|F7VMG1|F7VMG1_SORMK, tr|F7W7U3|F7W7U3_SORMK		Pa_1_21780|chrm1|Putative, Pa_1_23410|chrm1|Putative
Pa_1_21790	OG0002110	tr|Q2GX22|Q2GX22_CHAGB	tr|Q1K8A6|Q1K8A6_NEUCR	tr|F7VXC1|F7VXC1_SORMK, tr|F7W7U4|F7W7U4_SORMK		Pa_1_21790|chrm1|Putative
Pa_1_21800	OG0009040			tr|F7WCL0|F7WCL0_SORMK		Pa_1_21800|chrm1|Putative
Pa_1_21820	OG0009101			tr|F7W7T7|F7W7T7_SORMK		Pa_1_21820|chrm1|Putative
Pa_1_21840	OG0000751	tr|Q2GN28|Q2GN28_CHAGB		tr|F7W7T9|F7W7T9_SORMK	tr|G0RPE4|G0RPE4_HYPJQ, tr|G0RS31|G0RS31_HYPJQ, tr|G0RVJ0|G0RVJ0_HYPJQ	Pa_1_21840|chrm1|Putative, Pa_4_50|chrm4|Putative
Pa_1_21870	OG0000776		tr|Q7RZ76|Q7RZ76_NEUCR	tr|F7W8K0|F7W8K0_SORMK, tr|F7W8K3|F7W8K3_SORMK	tr|G0RFH3|G0RFH3_HYPJQ	Pa_1_21870|chrm1|Putative, Pa_6_8785|chrm6|Putative, Pa_7_4920|chrm7|Putative
Pa_1_21880	OG0000368	tr|Q2GNF2|Q2GNF2_CHAGB, tr|Q2HC11|Q2HC11_CHAGB	tr|Q7SBX1|Q7SBX1_NEUCR	tr|F7VSL4|F7VSL4_SORMK, tr|F7W9N9|F7W9N9_SORMK, tr|F7WAN8|F7WAN8_SORMK		Pa_1_21880|chrm1|Putative, Pa_3_9740|chrm3|Putative, Pa_5_12130|chrm5|Putative
Pa_1_21890	OG0000774		tr|Q1K520|Q1K520_NEUCR, tr|Q7S7N5|Q7S7N5_NEUCR	tr|F7VTW2|F7VTW2_SORMK, tr|F7VZA0|F7VZA0_SORMK		Pa_1_21890|chrm1|Putative, Pa_2_1810|chrm2|Putative, Pa_3_6400|chrm3|Putative
Pa_1_21910	OG0007516	tr|Q2H3S7|Q2H3S7_CHAGB			tr|G0RT36|G0RT36_HYPJQ	Pa_1_21910|chrm1|Putative
Pa_1_21940	OG0000407	sp|Q2HHS4|RCO1_CHAGB	sp|Q7S860|CAO1_NEUCR, tr|Q7S861|Q7S861_NEUCR	tr|F7W8M5|F7W8M5_SORMK, tr|F7WBR8|F7WBR8_SORMK		Pa_1_21940|chrm1|Putative, Pa_1_21950|chrm1|Putative, Pa_5_6650|chrm5|Putative, Pa_5_6740|chrm5|Putative
Pa_1_21950	OG0000407	sp|Q2HHS4|RCO1_CHAGB	sp|Q7S860|CAO1_NEUCR, tr|Q7S861|Q7S861_NEUCR	tr|F7W8M5|F7W8M5_SORMK, tr|F7WBR8|F7WBR8_SORMK		Pa_1_21940|chrm1|Putative, Pa_1_21950|chrm1|Putative, Pa_5_6650|chrm5|Putative, Pa_5_6740|chrm5|Putative
Pa_1_21960	OG0006015			tr|F7VLF5|F7VLF5_SORMK		Pa_1_1110|chrm1|Putative, Pa_1_21960|chrm1|Putative, Pa_3_2680|chrm3|Putative, Pa_5_6660|chrm5|Putative
Pa_1_21990	OG0000736	tr|Q2H3S2|Q2H3S2_CHAGB	tr|Q7SD13|Q7SD13_NEUCR	tr|F7VSK2|F7VSK2_SORMK	tr|G0RB18|G0RB18_HYPJQ, tr|G0RFQ7|G0RFQ7_HYPJQ, tr|G0RPB6|G0RPB6_HYPJQ	Pa_1_21990|chrm1|Putative
Pa_1_220	OG0003942	tr|Q2HCK8|Q2HCK8_CHAGB	tr|Q7SFI8|Q7SFI8_NEUCR	tr|F7WB84|F7WB84_SORMK	tr|G0RKR9|G0RKR9_HYPJQ	Pa_1_220|chrm1|Putative
Pa_1_22040	OG0000450	tr|Q2H3R3|Q2H3R3_CHAGB, tr|Q2H8N9|Q2H8N9_CHAGB	tr|Q7RWN7|Q7RWN7_NEUCR, tr|Q7SHD9|Q7SHD9_NEUCR	tr|F7VSL3|F7VSL3_SORMK, tr|F7W1P4|F7W1P4_SORMK		Pa_1_22040|chrm1|Putative, Pa_7_3160|chrm7|Putative
Pa_1_22050	OG0008363	tr|Q2H1L5|Q2H1L5_CHAGB				Pa_1_22050|chrm1|Putative
Pa_1_22120	OG0002583	tr|Q2H3Q8|Q2H3Q8_CHAGB	tr|Q7SHE5|Q7SHE5_NEUCR	tr|F7VSK9|F7VSK9_SORMK	tr|G0RHL1|G0RHL1_HYPJQ	Pa_1_22120|chrm1|Putative
Pa_1_22130	OG0004420	tr|Q2H3Q9|Q2H3Q9_CHAGB	tr|Q7SHE4|Q7SHE4_NEUCR	tr|F7VSL0|F7VSL0_SORMK	tr|G0RFN7|G0RFN7_HYPJQ	Pa_1_22130|chrm1|Putative
Pa_1_22160	OG0002961	tr|Q2H3R2|Q2H3R2_CHAGB	tr|Q7SHE0|Q7SHE0_NEUCR	tr|F7VSL2|F7VSL2_SORMK	tr|G0RK82|G0RK82_HYPJQ	Pa_1_22160|chrm1|Putative
Pa_1_22170	OG0006204	tr|Q2H3Q1|Q2H3Q1_CHAGB	tr|Q7S0L0|Q7S0L0_NEUCR	tr|F7VSJ2|F7VSJ2_SORMK		Pa_1_22170|chrm1|Putative
Pa_1_22185	OG0007808		tr|Q1K6P1|Q1K6P1_NEUCR	tr|F7VYZ5|F7VYZ5_SORMK		Pa_1_22185|chrm1|Putative
Pa_1_22270	OG0001027	tr|Q2H3M8|Q2H3M8_CHAGB	tr|Q7SG93|Q7SG93_NEUCR	tr|F7VTJ0|F7VTJ0_SORMK	tr|G0R994|G0R994_HYPJQ, tr|G0RTL0|G0RTL0_HYPJQ	Pa_1_22270|chrm1|Putative
Pa_1_22320	OG0008329	tr|Q2H3N5|Q2H3N5_CHAGB				Pa_1_22320|chrm1|Putative
Pa_1_22350	OG0000334	tr|Q2GPB9|Q2GPB9_CHAGB	sp|Q9P6C8|ADH1_NEUCR, tr|Q7SG88|Q7SG88_NEUCR	tr|F7VPK8|F7VPK8_SORMK, tr|F7VTI5|F7VTI5_SORMK, tr|F7VTY4|F7VTY4_SORMK	tr|G0RSG5|G0RSG5_HYPJQ	Pa_0_1110|chrm2|Putative, Pa_1_22350|chrm1|Putative, Pa_3_7460|chrm3|Putative
Pa_1_22370	OG0005051	tr|Q2H2H1|Q2H2H1_CHAGB	sp|P10713|CON10_NEUCR	tr|F7VUG7|F7VUG7_SORMK	tr|G0RRG7|G0RRG7_HYPJQ	Pa_1_22370|chrm1|Putative
Pa_1_22390	OG0000124	tr|Q2H0V3|Q2H0V3_CHAGB, tr|Q2H0V4|Q2H0V4_CHAGB, tr|Q2H2H6|Q2H2H6_CHAGB, tr|Q2H4T9|Q2H4T9_CHAGB	tr|Q7S0K8|Q7S0K8_NEUCR, tr|Q7SH73|Q7SH73_NEUCR	tr|F7VTK0|F7VTK0_SORMK, tr|F7VZY4|F7VZY4_SORMK, tr|F7W1H2|F7W1H2_SORMK	tr|G0RAC7|G0RAC7_HYPJQ, tr|G0RQP6|G0RQP6_HYPJQ	Pa_1_17070|chrm1|Putative, Pa_1_22390|chrm1|Putative, Pa_6_1980|chrm6|Putative
Pa_1_22400	OG0000641	tr|Q2GML8|Q2GML8_CHAGB, tr|Q2H0E8|Q2H0E8_CHAGB, tr|Q2H1E4|Q2H1E4_CHAGB, tr|Q2HBE2|Q2HBE2_CHAGB				Pa_1_22400|chrm1|Putative, Pa_2_14010|chrm2|Putative, Pa_4_1740|chrm4|Putative
Pa_1_22410	OG0000007	tr|Q2GML2|Q2GML2_CHAGB, tr|Q2GQI7|Q2GQI7_CHAGB, tr|Q2GZU0|Q2GZU0_CHAGB, tr|Q2HIE4|Q2HIE4_CHAGB		tr|F7VZA1|F7VZA1_SORMK, tr|F7W8W1|F7W8W1_SORMK, tr|F7WBX4|F7WBX4_SORMK		Pa_1_1090|chrm1|Putative, Pa_1_1200|chrm1|Putative, Pa_1_16550|chrm1|Putative, Pa_1_18340|chrm1|Putative, Pa_1_22060|chrm1|Putative, Pa_1_22410|chrm1|Putative, Pa_1_4700|chrm1|Putative, Pa_1_5550|chrm1|Putative, Pa_1_570|chrm1|Putative, Pa_2_13550|chrm2|Putative, Pa_2_4570|chrm2|Putative, Pa_2_4760|chrm2|Putative, Pa_2_4875|chrm2|Putative, Pa_2_8040|chrm2|Putative, Pa_3_5670|chrm3|Putative, Pa_3_6350|chrm3|Putative, Pa_3_6560|chrm3|Putative, Pa_4_1120|chrm4|Putative, Pa_4_1720|chrm4|Putative, Pa_4_1800|chrm4|Putative, Pa_4_2140|chrm4|Putative, Pa_4_4730|chrm4|Putative, Pa_5_10010|chrm5|Putative, Pa_5_10170|chrm5|Putative, Pa_5_11730|chrm5|Putative, Pa_5_12575|chrm5|Putative, Pa_5_12640|chrm5|Putative, Pa_5_12680|chrm5|Putative, Pa_5_12908|chrm5|Putative, Pa_5_170|chrm5|Putative, Pa_5_2470|chrm5|Putative, Pa_5_6470|chrm5|Putative, Pa_5_6900|chrm5|Putative, Pa_5_6910|chrm5|Putative, Pa_5_7390|chrm5|Putative, Pa_5_7650|chrm5|Putative, Pa_5_7900|chrm5|Putative, Pa_6_110|chrm6|Putative, Pa_6_2400|chrm6|Putative, Pa_6_470|chrm6|Putative, Pa_6_6160|chrm6|Putative, Pa_6_7500|chrm6|Putative, Pa_6_8460|chrm6|Putative, Pa_7_9390|chrm7|Putative
Pa_1_2250	OG0000955	tr|Q2HDI3|Q2HDI3_CHAGB	tr|Q7SGZ0|Q7SGZ0_NEUCR	tr|F7VL14|F7VL14_SORMK	tr|G0REU2|G0REU2_HYPJQ, tr|G0RK12|G0RK12_HYPJQ	Pa_1_2250|chrm1|Putative
Pa_1_22510	OG0008123	tr|Q2GZD0|Q2GZD0_CHAGB				Pa_1_22510|chrm1|Putative
Pa_1_22540	OG0001147	tr|Q2H2S5|Q2H2S5_CHAGB, tr|Q2HER2|Q2HER2_CHAGB	tr|Q7SFF9|Q7SFF9_NEUCR	tr|F7VR65|F7VR65_SORMK	tr|G0R9W3|G0R9W3_HYPJQ	Pa_1_22540|chrm1|Putative
Pa_1_22580	OG0001021	tr|Q2H2R9|Q2H2R9_CHAGB	tr|Q7S9U2|Q7S9U2_NEUCR	tr|F7VNM0|F7VNM0_SORMK	tr|G0R9X3|G0R9X3_HYPJQ, tr|G0RHJ4|G0RHJ4_HYPJQ	Pa_1_22580|chrm1|Putative
Pa_1_22600	OG0000019	tr|Q2GM62|Q2GM62_CHAGB, tr|Q2GXR9|Q2GXR9_CHAGB, tr|Q2GY99|Q2GY99_CHAGB, tr|Q2H2S1|Q2H2S1_CHAGB, tr|Q2HC89|Q2HC89_CHAGB	tr|Q1K7A8|Q1K7A8_NEUCR, tr|Q1K7I4|Q1K7I4_NEUCR, tr|Q1K918|Q1K918_NEUCR, tr|Q7RUC1|Q7RUC1_NEUCR, tr|Q7S3X3|Q7S3X3_NEUCR, tr|Q7S4K4|Q7S4K4_NEUCR, tr|Q7SAB2|Q7SAB2_NEUCR	tr|F7VNS9|F7VNS9_SORMK, tr|F7VRH1|F7VRH1_SORMK, tr|F7VT17|F7VT17_SORMK, tr|F7VVP8|F7VVP8_SORMK, tr|F7VVT4|F7VVT4_SORMK, tr|F7VWZ9|F7VWZ9_SORMK, tr|F7VZ72|F7VZ72_SORMK	tr|G0R6Z3|G0R6Z3_HYPJQ, tr|G0R9W7|G0R9W7_HYPJQ, tr|G0RME4|G0RME4_HYPJQ, tr|G0RN13|G0RN13_HYPJQ, tr|G0RT80|G0RT80_HYPJQ, tr|G0RUT8|G0RUT8_HYPJQ	Pa_1_19460|chrm1|Putative, Pa_1_22600|chrm1|Putative, Pa_2_11480|chrm2|Putative, Pa_2_9880|chrm2|Putative, Pa_3_2730|chrm3|Putative, Pa_5_2780|chrm5|Putative, Pa_5_4390|chrm5|Putative, Pa_6_7690|chrm6|Putative
Pa_1_22615	OG0007432	tr|Q2H2S3|Q2H2S3_CHAGB			tr|G0R9W5|G0R9W5_HYPJQ	Pa_1_22615|chrm1|Putative
Pa_1_22620	OG0003326	tr|Q2H2S4|Q2H2S4_CHAGB	tr|Q7RV05|Q7RV05_NEUCR	tr|F7VRH5|F7VRH5_SORMK	tr|G0R9W4|G0R9W4_HYPJQ	Pa_1_22620|chrm1|Putative
Pa_1_22630	OG0004669	tr|Q2H2R5|Q2H2R5_CHAGB	tr|V5IMJ3|V5IMJ3_NEUCR	tr|F7VNQ7|F7VNQ7_SORMK	tr|G0R9R6|G0R9R6_HYPJQ	Pa_1_22630|chrm1|Putative
Pa_1_22640	OG0006098	tr|Q2H2R3|Q2H2R3_CHAGB	tr|Q7S9W7|Q7S9W7_NEUCR	tr|F7VNQ6|F7VNQ6_SORMK		Pa_1_22640|chrm1|Putative
Pa_1_22660	OG0005499	tr|Q2H2X0|Q2H2X0_CHAGB	tr|V5INH0|V5INH0_NEUCR	tr|F7VNQ4|F7VNQ4_SORMK	tr|G0R9R8|G0R9R8_HYPJQ	Pa_1_22660|chrm1|Putative
Pa_1_22700	OG0004842	tr|Q2H2W5|Q2H2W5_CHAGB	tr|V5INH3|V5INH3_NEUCR	tr|F7VNR1|F7VNR1_SORMK	tr|G0RKZ3|G0RKZ3_HYPJQ	Pa_1_22700|chrm1|Putative
Pa_1_22740	OG0001252		tr|V5IP00|V5IP00_NEUCR	tr|F7VNQ1|F7VNQ1_SORMK	tr|G0R8V5|G0R8V5_HYPJQ, tr|G0R9F7|G0R9F7_HYPJQ, tr|G0RAP9|G0RAP9_HYPJQ	Pa_1_22740|chrm1|Putative
Pa_1_22770	OG0000820	tr|Q2GW40|Q2GW40_CHAGB, tr|Q2H2V9|Q2H2V9_CHAGB	tr|Q7S1W8|Q7S1W8_NEUCR	tr|F7WAE1|F7WAE1_SORMK	tr|G0RV31|G0RV31_HYPJQ	Pa_1_22770|chrm1|Putative
Pa_1_22790	OG0008257	tr|Q2H2V7|Q2H2V7_CHAGB				Pa_1_22790|chrm1|Putative
Pa_1_22800	OG0001115	tr|Q2HBW1|Q2HBW1_CHAGB	tr|Q7S530|Q7S530_NEUCR	tr|F7WAB6|F7WAB6_SORMK	tr|G0RWL2|G0RWL2_HYPJQ	Pa_1_22800|chrm1|Putative, Pa_5_920|chrm5|Putative
Pa_1_22810	OG0002674	tr|Q2H2V1|Q2H2V1_CHAGB	tr|Q7S9X1|Q7S9X1_NEUCR	tr|F7VNR0|F7VNR0_SORMK	tr|G0RB11|G0RB11_HYPJQ	Pa_1_22810|chrm1|Putative
Pa_1_22840	OG0000059	tr|Q2H3C4|Q2H3C4_CHAGB, tr|Q2HBZ2|Q2HBZ2_CHAGB, tr|Q2HEH1|Q2HEH1_CHAGB	sp|Q92253|RCO3_NEUCR, tr|Q7RWH1|Q7RWH1_NEUCR, tr|Q7S0I5|Q7S0I5_NEUCR, tr|Q7S3Q4|Q7S3Q4_NEUCR, tr|Q7S4B3|Q7S4B3_NEUCR, tr|Q7S9U8|Q7S9U8_NEUCR	tr|F7VNN9|F7VNN9_SORMK, tr|F7VT81|F7VT81_SORMK, tr|F7W5U4|F7W5U4_SORMK, tr|F7W612|F7W612_SORMK, tr|F7WBH4|F7WBH4_SORMK	tr|G0RIJ1|G0RIJ1_HYPJQ, tr|G0RN44|G0RN44_HYPJQ, tr|G0RTJ1|G0RTJ1_HYPJQ	Pa_1_22840|chrm1|Putative, Pa_1_6650|chrm1|Putative, Pa_5_480|chrm5|Putative, Pa_5_970|chrm5|Putative
Pa_1_22870	OG0002580	tr|Q2H2U6|Q2H2U6_CHAGB	tr|Q1K645|Q1K645_NEUCR	tr|F7VRH8|F7VRH8_SORMK	tr|G0RB02|G0RB02_HYPJQ	Pa_1_22870|chrm1|Putative
Pa_1_22910	OG0005141	tr|Q2H2S8|Q2H2S8_CHAGB	tr|Q7S0W5|Q7S0W5_NEUCR	tr|F7VRI0|F7VRI0_SORMK	tr|G0RAZ4|G0RAZ4_HYPJQ	Pa_1_22910|chrm1|Putative
Pa_1_23030	OG0003973	tr|Q2H2L7|Q2H2L7_CHAGB	tr|Q7SAH5|Q7SAH5_NEUCR	tr|F7VN05|F7VN05_SORMK	tr|G0RPN7|G0RPN7_HYPJQ	Pa_1_23030|chrm1|Putative
Pa_1_23035	OG0006803		tr|Q7SAH2|Q7SAH2_NEUCR	tr|F7VN02|F7VN02_SORMK	tr|G0RA25|G0RA25_HYPJQ	Pa_1_23035|chrm1|Putative
Pa_1_23040	OG0002879	tr|Q2H2L2|Q2H2L2_CHAGB	tr|Q7SAH3|Q7SAH3_NEUCR	tr|F7VN01|F7VN01_SORMK	tr|G0RA24|G0RA24_HYPJQ	Pa_1_23040|chrm1|Putative
Pa_1_23060	OG0000152	tr|Q2H2M4|Q2H2M4_CHAGB, tr|Q2HE24|Q2HE24_CHAGB, tr|Q2HI24|Q2HI24_CHAGB		tr|F7W9P2|F7W9P2_SORMK		Pa_0_190|chrm6|Putative, Pa_1_23060|chrm1|Putative, Pa_1_470|chrm1|Putative, Pa_2_7270|chrm2|Putative, Pa_5_12190|chrm5|Putative, Pa_5_1280|chrm5|Putative, Pa_5_9820|chrm5|Putative, Pa_6_1080|chrm6|Putative, Pa_6_6430|chrm6|Putative
Pa_1_23070	OG0000240	tr|Q2H2M5|Q2H2M5_CHAGB, tr|Q2H842|Q2H842_CHAGB	tr|Q7RWN3|Q7RWN3_NEUCR, tr|V5INW6|V5INW6_NEUCR	tr|F7VMZ4|F7VMZ4_SORMK, tr|F7W1R9|F7W1R9_SORMK	tr|G0R8Q5|G0R8Q5_HYPJQ, tr|G0RTR8|G0RTR8_HYPJQ	Pa_1_23070|chrm1|Putative, Pa_7_5000|chrm7|Putative
Pa_1_23080	OG0003769	tr|Q2H2M6|Q2H2M6_CHAGB	tr|Q7SAG5|Q7SAG5_NEUCR	tr|F7VMZ5|F7VMZ5_SORMK	tr|G0RTU1|G0RTU1_HYPJQ	Pa_1_23080|chrm1|Putative
Pa_1_23090	OG0006820		tr|Q7SAG6|Q7SAG6_NEUCR	tr|F7VMZ6|F7VMZ6_SORMK	tr|G0RTR7|G0RTR7_HYPJQ	Pa_1_23090|chrm1|Putative
Pa_1_23100	OG0001896	tr|Q2H2M7|Q2H2M7_CHAGB	tr|V5IMM2|V5IMM2_NEUCR	tr|F7VMZ8|F7VMZ8_SORMK	tr|G0RTR5|G0RTR5_HYPJQ	Pa_1_23100|chrm1|Putative
Pa_1_23150	OG0002246	tr|Q2H2M3|Q2H2M3_CHAGB	tr|Q7SAG0|Q7SAG0_NEUCR	tr|F7VMZ0|F7VMZ0_SORMK	tr|G0RNY4|G0RNY4_HYPJQ	Pa_1_23150|chrm1|Putative
Pa_1_23155	OG0007954					Pa_0_1240|chrm2|Putative, Pa_1_23155|chrm1|Putative, Pa_4_415|chrm4|Putative
