Orthogroup	UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
OG0002856	tr|Q2GNM8|Q2GNM8_CHAGB	sp|Q8X097|ACL1_NEUCR	sp|O93988|ACL1_SORMK	tr|G0RJJ0|G0RJJ0_HYPJQ	Pa_3_9290|chrm3|Putative
OG0002857	tr|Q2GNZ2|Q2GNZ2_CHAGB	tr|V5INC4|V5INC4_NEUCR	tr|F7VPE9|F7VPE9_SORMK	tr|G0RS99|G0RS99_HYPJQ	Pa_3_6420|chrm3|Putative
OG0002858	tr|Q2GQ73|Q2GQ73_CHAGB	tr|Q7S0H5|Q7S0H5_NEUCR	tr|F7W8P7|F7W8P7_SORMK	tr|G0RUD8|G0RUD8_HYPJQ	Pa_5_12970|chrm5|Putative
OG0002859	tr|Q2GQF3|Q2GQF3_CHAGB	tr|Q7S4B4|Q7S4B4_NEUCR	tr|F7VVJ4|F7VVJ4_SORMK, tr|F7WCB4|F7WCB4_SORMK		Pa_0_1320|chrm2|Putative
OG0002860	tr|Q2GQU9|Q2GQU9_CHAGB	tr|Q7S597|Q7S597_NEUCR	tr|F7VVY4|F7VVY4_SORMK	tr|G0RID3|G0RID3_HYPJQ	Pa_5_9020|chrm5|Putative
OG0002861	tr|Q2GSB5|Q2GSB5_CHAGB	tr|Q7S214|Q7S214_NEUCR	tr|F7W521|F7W521_SORMK	tr|G0RUC4|G0RUC4_HYPJQ	Pa_4_6900|chrm4|Putative
OG0002862	tr|Q2GVL9|Q2GVL9_CHAGB	tr|Q7RY61|Q7RY61_NEUCR	tr|F7VP59|F7VP59_SORMK	tr|G0RS70|G0RS70_HYPJQ	Pa_3_5160|chrm3|Putative
OG0002863	tr|Q2GVQ7|Q2GVQ7_CHAGB	tr|V5IN65|V5IN65_NEUCR	tr|F7VPU0|F7VPU0_SORMK	tr|G0RJP2|G0RJP2_HYPJQ	Pa_3_8270|chrm3|Putative
OG0002864	tr|Q2GVU4|Q2GVU4_CHAGB	tr|F5HE32|F5HE32_NEUCR	tr|F7VPS9|F7VPS9_SORMK	tr|G0RJN1|G0RJN1_HYPJQ	Pa_3_8460|chrm3|Putative
OG0002865	tr|Q2GWF8|Q2GWF8_CHAGB	tr|Q7S790|Q7S790_NEUCR	tr|F7W925|F7W925_SORMK	tr|G0RGW2|G0RGW2_HYPJQ	Pa_2_6200|chrm2|Putative
OG0002866	tr|Q2GWQ8|Q2GWQ8_CHAGB	tr|Q7S0K3|Q7S0K3_NEUCR	tr|F7W874|F7W874_SORMK	tr|G0RH26|G0RH26_HYPJQ	Pa_2_6310|chrm2|Putative
OG0002867	tr|Q2GWZ5|Q2GWZ5_CHAGB	tr|Q1K887|Q1K887_NEUCR	tr|F7VU24|F7VU24_SORMK	tr|G0RHE1|G0RHE1_HYPJQ	Pa_2_7770|chrm2|Putative
OG0002868	sp|Q2GXM5|RRP36_CHAGB	sp|Q9HEC4|RRP36_NEUCR	sp|D1Z670|RRP36_SORMK	tr|G0RV21|G0RV21_HYPJQ	Pa_2_9620|chrm2|Putative
OG0002869	tr|Q2GXN1|Q2GXN1_CHAGB	tr|F5HH04|F5HH04_NEUCR	tr|F7VYU6|F7VYU6_SORMK	tr|G0RR43|G0RR43_HYPJQ	Pa_2_9660|chrm2|Putative
OG0002870	tr|Q2GXQ1|Q2GXQ1_CHAGB	tr|Q1K7H0|Q1K7H0_NEUCR	tr|F7VX26|F7VX26_SORMK	tr|G0RH30|G0RH30_HYPJQ	Pa_2_11740|chrm2|Putative
OG0002871	tr|Q2GXY4|Q2GXY4_CHAGB	sp|Q9HE88|SEC8_NEUCR	tr|F7VZ12|F7VZ12_SORMK	tr|G0RGP1|G0RGP1_HYPJQ	Pa_2_10950|chrm2|Putative
OG0002872	tr|Q2GYC5|Q2GYC5_CHAGB	tr|Q1K718|Q1K718_NEUCR	tr|F7W434|F7W434_SORMK	tr|G0RSM3|G0RSM3_HYPJQ	Pa_2_12890|chrm2|Putative
OG0002873	tr|Q2GZ35|Q2GZ35_CHAGB	tr|Q7S926|Q7S926_NEUCR	tr|F7VML0|F7VML0_SORMK	tr|G0RDL9|G0RDL9_HYPJQ	Pa_2_4680|chrm2|Putative
OG0002874	tr|Q2GZG8|Q2GZG8_CHAGB	tr|Q7SBF2|Q7SBF2_NEUCR	tr|F7WBY7|F7WBY7_SORMK	tr|G0R8K4|G0R8K4_HYPJQ	Pa_3_2400|chrm3|Putative
OG0002875	sp|Q2H0I3|KU70_CHAGB	sp|Q7SA95|KU70_NEUCR	tr|F7VNH3|F7VNH3_SORMK	tr|G0RLD9|G0RLD9_HYPJQ	Pa_6_6180|chrm6|Putative
OG0002876	tr|Q2H0J6|Q2H0J6_CHAGB	tr|V5INW0|V5INW0_NEUCR	tr|F7VNB9|F7VNB9_SORMK	tr|G0RAT8|G0RAT8_HYPJQ	Pa_6_3570|chrm6|Putative
OG0002877	tr|Q2H0L1|Q2H0L1_CHAGB	tr|Q7S9N2|Q7S9N2_NEUCR	tr|F7VNC8|F7VNC8_SORMK	tr|G0RAS7|G0RAS7_HYPJQ	Pa_6_3430|chrm6|Putative
OG0002878	sp|Q2H2I4|MED4_CHAGB	tr|Q7SA34|Q7SA34_NEUCR	tr|F7VUG1|F7VUG1_SORMK	tr|G0RBP6|G0RBP6_HYPJQ	Pa_1_22470|chrm1|Putative
OG0002879	tr|Q2H2L2|Q2H2L2_CHAGB	tr|Q7SAH3|Q7SAH3_NEUCR	tr|F7VN01|F7VN01_SORMK	tr|G0RA24|G0RA24_HYPJQ	Pa_1_23040|chrm1|Putative
OG0002880	tr|Q2H2V4|Q2H2V4_CHAGB	tr|Q7S9V4|Q7S9V4_NEUCR	tr|F7VNP3|F7VNP3_SORMK	tr|G0R9P1|G0R9P1_HYPJQ	Pa_1_23000|chrm1|Putative
OG0002881	tr|Q2H4Z1|Q2H4Z1_CHAGB	sp|Q7SI16|ATP7_NEUCR	tr|F7VQH2|F7VQH2_SORMK	tr|G0RQL1|G0RQL1_HYPJQ	Pa_1_14370|chrm1|Putative
OG0002882	tr|Q2H5M8|Q2H5M8_CHAGB	tr|V5IPW3|V5IPW3_NEUCR	tr|F7VKL7|F7VKL7_SORMK	tr|G0RFK3|G0RFK3_HYPJQ	Pa_1_18380|chrm1|Putative
OG0002883	tr|Q2H651|Q2H651_CHAGB	sp|Q7SGE1|NSA2_NEUCR	tr|F7VKL5|F7VKL5_SORMK	tr|G0RSN6|G0RSN6_HYPJQ	Pa_1_16580|chrm1|Putative
OG0002884	tr|Q2H6A0|Q2H6A0_CHAGB	tr|U9W326|U9W326_NEUCR	tr|F7VK24|F7VK24_SORMK	tr|G0R813|G0R813_HYPJQ	Pa_7_9110|chrm7|Putative
OG0002885	tr|Q2H6D5|Q2H6D5_CHAGB	tr|Q7RX83|Q7RX83_NEUCR	tr|F7VKB1|F7VKB1_SORMK	tr|G0RCW3|G0RCW3_HYPJQ	Pa_7_9230|chrm7|Putative
OG0002886	tr|Q2H9F1|Q2H9F1_CHAGB	tr|Q7RWT4|Q7RWT4_NEUCR	tr|F7VS93|F7VS93_SORMK	tr|G0R6V1|G0R6V1_HYPJQ	Pa_7_6750|chrm7|Putative
OG0002887	tr|Q2HBC8|Q2HBC8_CHAGB	tr|Q7S7Q4|Q7S7Q4_NEUCR	tr|F7VZ21|F7VZ21_SORMK	tr|G0RHE0|G0RHE0_HYPJQ	Pa_2_8810|chrm2|Putative
OG0002888	tr|Q2HD77|Q2HD77_CHAGB	tr|Q7SD69|Q7SD69_NEUCR	tr|F7W1N3|F7W1N3_SORMK	tr|G0RKA1|G0RKA1_HYPJQ	Pa_1_3860|chrm1|pABC1
OG0002889	tr|Q2HDJ2|Q2HDJ2_CHAGB	tr|Q7SEZ2|Q7SEZ2_NEUCR	tr|F7VUL3|F7VUL3_SORMK	tr|G0RTI1|G0RTI1_HYPJQ	Pa_1_2350|chrm1|Putative
OG0002890	tr|Q2HDM8|Q2HDM8_CHAGB	tr|Q7SEY8|Q7SEY8_NEUCR	tr|F7VUL8|F7VUL8_SORMK	tr|G0RK06|G0RK06_HYPJQ	Pa_1_2680|chrm1|Putative
OG0002891	tr|Q2HF96|Q2HF96_CHAGB	tr|Q7SHU1|Q7SHU1_NEUCR	tr|F7VTD8|F7VTD8_SORMK	tr|G0RIZ5|G0RIZ5_HYPJQ	Pa_1_8480|chrm1|Putative
OG0002892	tr|Q2HG33|Q2HG33_CHAGB	tr|Q7SDT3|Q7SDT3_NEUCR	tr|F7VXI7|F7VXI7_SORMK	tr|G0RXA9|G0RXA9_HYPJQ	Pa_1_11860|chrm1|Putative
OG0002893	tr|Q2HGC3|Q2HGC3_CHAGB	tr|Q7S207|Q7S207_NEUCR	tr|F7WA50|F7WA50_SORMK	tr|G0RDD9|G0RDD9_HYPJQ	Pa_1_12830|chrm1|Putative
OG0002894	tr|Q2HHA3|Q2HHA3_CHAGB	tr|Q7S4U6|Q7S4U6_NEUCR	tr|F7VVD3|F7VVD3_SORMK	tr|G0RHW7|G0RHW7_HYPJQ	Pa_5_6080|chrm5|Putative
OG0002895	tr|Q2GML9|Q2GML9_CHAGB	tr|Q1K733|Q1K733_NEUCR	tr|F7W905|F7W905_SORMK	tr|G0R8M5|G0R8M5_HYPJQ	Pa_0_1080|chrm2|Putative
OG0002896	tr|Q2GMW6|Q2GMW6_CHAGB	sp|Q7SC44|RM24_NEUCR	tr|F7VQ30|F7VQ30_SORMK	tr|G0RSB5|G0RSB5_HYPJQ	Pa_3_11310|chrm3|Putative
OG0002897	tr|Q2GNL3|Q2GNL3_CHAGB	tr|Q1K8X6|Q1K8X6_NEUCR	tr|F7VQ04|F7VQ04_SORMK	tr|G0RS75|G0RS75_HYPJQ	Pa_3_9160|chrm3|Putative
OG0002898	tr|Q2GNQ2|Q2GNQ2_CHAGB	tr|V5INF7|V5INF7_NEUCR	tr|F7VPX0|F7VPX0_SORMK	tr|G0RP54|G0RP54_HYPJQ	Pa_3_7900|chrm3|Putative
OG0002899	tr|Q2GNX8|Q2GNX8_CHAGB	tr|V5IQ42|V5IQ42_NEUCR	tr|F7VPG3|F7VPG3_SORMK	tr|G0RSH2|G0RSH2_HYPJQ	Pa_3_6710|chrm3|Putative
OG0002900	tr|Q2GQM9|Q2GQM9_CHAGB	tr|V5ILF2|V5ILF2_NEUCR	tr|F7W6R4|F7W6R4_SORMK	tr|G0RI41|G0RI41_HYPJQ	Pa_5_8600|chrm5|Putative
OG0002901	tr|Q2GS61|Q2GS61_CHAGB	tr|Q7RZA4|Q7RZA4_NEUCR	tr|F7W652|F7W652_SORMK	tr|G0RUC6|G0RUC6_HYPJQ	Pa_4_6650|chrm4|Putative
OG0002902	tr|Q2GSF5|Q2GSF5_CHAGB	tr|Q7S2G3|Q7S2G3_NEUCR	tr|F7W533|F7W533_SORMK	tr|G0RNU8|G0RNU8_HYPJQ	Pa_4_8100|chrm4|Putative
OG0002903	tr|Q2GSX9|Q2GSX9_CHAGB	tr|Q7S6N5|Q7S6N5_NEUCR	tr|F7VW66|F7VW66_SORMK	tr|G0RNC5|G0RNC5_HYPJQ	Pa_4_9230|chrm4|Putative
OG0002904	tr|Q2GTL8|Q2GTL8_CHAGB	tr|Q7RW71|Q7RW71_NEUCR	tr|F7W6D1|F7W6D1_SORMK	tr|G0RSK9|G0RSK9_HYPJQ	Pa_4_2930|chrm4|Putative
OG0002905	tr|Q2GTQ2|Q2GTQ2_CHAGB	sp|Q1K5Z0|RT24_NEUCR	tr|F7W6J0|F7W6J0_SORMK	tr|G0R7T6|G0R7T6_HYPJQ	Pa_4_2640|chrm4|Putative
OG0002906	tr|Q2GU83|Q2GU83_CHAGB	tr|Q7S4R9|Q7S4R9_NEUCR	tr|F7W5S4|F7W5S4_SORMK	tr|G0RMK5|G0RMK5_HYPJQ	Pa_4_1350|chrm4|Putative
OG0002907	sp|Q2GUI4|DBP3_CHAGB	sp|Q7S5R1|DBP3_NEUCR	tr|F7W5N3|F7W5N3_SORMK	tr|G0RWX6|G0RWX6_HYPJQ	Pa_4_310|chrm4|Putative
OG0002908	tr|Q2GV38|Q2GV38_CHAGB	tr|Q1K5B3|Q1K5B3_NEUCR	tr|F7W9F8|F7W9F8_SORMK	tr|G0RA83|G0RA83_HYPJQ	Pa_6_4000|chrm6|Putative
OG0002909	tr|Q2GVF7|Q2GVF7_CHAGB	tr|Q1K533|Q1K533_NEUCR	tr|F7VZC0|F7VZC0_SORMK	tr|G0RLS2|G0RLS2_HYPJQ	Pa_3_6220|chrm3|Putative
OG0002910	tr|Q2GVP0|Q2GVP0_CHAGB	tr|Q1K5K5|Q1K5K5_NEUCR	tr|F7VP38|F7VP38_SORMK	tr|G0RS22|G0RS22_HYPJQ	Pa_3_8110|chrm3|Putative
OG0002911	tr|Q2GW77|Q2GW77_CHAGB	tr|Q1K6X8|Q1K6X8_NEUCR	tr|F7W741|F7W741_SORMK	tr|G0RHS9|G0RHS9_HYPJQ	Pa_2_5630|chrm2|Putative
OG0002912	tr|Q2GW79|Q2GW79_CHAGB	tr|Q1K6Y0|Q1K6Y0_NEUCR	tr|F7W743|F7W743_SORMK	tr|G0RHS1|G0RHS1_HYPJQ	Pa_2_5650|chrm2|Putative
OG0002913	tr|Q2GYC0|Q2GYC0_CHAGB	tr|Q1K775|Q1K775_NEUCR	tr|F7W457|F7W457_SORMK	tr|G0RSM5|G0RSM5_HYPJQ	Pa_2_10000|chrm2|Putative
OG0002914	tr|Q2GYW9|Q2GYW9_CHAGB	tr|Q1K5V5|Q1K5V5_NEUCR	tr|F7W7B6|F7W7B6_SORMK	tr|G0RUL7|G0RUL7_HYPJQ	Pa_2_13810|chrm2|Putative
OG0002915	tr|Q2GZQ5|Q2GZQ5_CHAGB	tr|Q7S8W6|Q7S8W6_NEUCR	tr|F7VZU9|F7VZU9_SORMK	tr|G0RAW3|G0RAW3_HYPJQ	Pa_3_700|chrm3|Putative
OG0002916	tr|Q2H0S4|Q2H0S4_CHAGB	sp|Q96X45|EF2_NEUCR	tr|F7VN94|F7VN94_SORMK	tr|G0RA45|G0RA45_HYPJQ	Pa_6_2660|chrm6|Putative
OG0002917	tr|Q2H0Z6|Q2H0Z6_CHAGB	tr|Q7SAN8|Q7SAN8_NEUCR	tr|F7VS11|F7VS11_SORMK	tr|G0RX44|G0RX44_HYPJQ	Pa_6_1340|chrm6|Putative
OG0002918	tr|Q2H105|Q2H105_CHAGB	sp|Q1K8G0|CBL_NEUCR	tr|F7VRZ0|F7VRZ0_SORMK	tr|G0RX38|G0RX38_HYPJQ	Pa_6_1410|chrm6|Putative
OG0002919	tr|Q2H2U9|Q2H2U9_CHAGB	tr|Q7S9W9|Q7S9W9_NEUCR	tr|F7VNQ8|F7VNQ8_SORMK	tr|G0RB00|G0RB00_HYPJQ	Pa_1_22830|chrm1|Putative
OG0002920	tr|Q2H2X1|Q2H2X1_CHAGB	tr|Q7S9V8|Q7S9V8_NEUCR	tr|F7VNP6|F7VNP6_SORMK	tr|G0RLA5|G0RLA5_HYPJQ	Pa_1_22670|chrm1|Putative
OG0002921	tr|Q2H319|Q2H319_CHAGB	tr|Q7S8Z1|Q7S8Z1_NEUCR	tr|F7WBP5|F7WBP5_SORMK	tr|G0R9N3|G0R9N3_HYPJQ	Pa_1_23840|chrm1|Putative
OG0002922	tr|Q2H4A7|Q2H4A7_CHAGB	tr|Q7SCT0|Q7SCT0_NEUCR	tr|F7VV13|F7VV13_SORMK	tr|G0RMP8|G0RMP8_HYPJQ	Pa_1_19340|chrm1|Putative
OG0002923	tr|Q2H5U4|Q2H5U4_CHAGB	tr|Q7SDH2|Q7SDH2_NEUCR	tr|F7VL21|F7VL21_SORMK	tr|G0RE58|G0RE58_HYPJQ	Pa_1_17830|chrm1|Putative
OG0002924	tr|Q2H606|Q2H606_CHAGB	tr|F5HDP0|F5HDP0_NEUCR	tr|F7VL79|F7VL79_SORMK, tr|F7VL82|F7VL82_SORMK		Pa_1_18580|chrm1|Putative
OG0002925	tr|Q2H6I6|Q2H6I6_CHAGB	tr|Q7RYU9|Q7RYU9_NEUCR	tr|F7WB08|F7WB08_SORMK	tr|G0RD12|G0RD12_HYPJQ	Pa_7_10010|chrm7|Putative
OG0002926	tr|Q2H8D6|Q2H8D6_CHAGB	sp|Q7SBJ8|RM38_NEUCR	tr|F7WAW2|F7WAW2_SORMK	tr|G0RSS3|G0RSS3_HYPJQ	Pa_7_3830|chrm7|Putative
OG0002927	tr|Q2H8L8|Q2H8L8_CHAGB	sp|Q7S3M5|AKR1_NEUCR	tr|F7WCA7|F7WCA7_SORMK	tr|G0RSZ2|G0RSZ2_HYPJQ	Pa_7_3280|chrm7|Putative
OG0002928	sp|Q2H9Y1|MDM34_CHAGB	sp|Q7RZK9|MDM34_NEUCR	tr|F7VYJ6|F7VYJ6_SORMK	tr|G0R7E8|G0R7E8_HYPJQ	Pa_7_5170|chrm7|Putative
OG0002929	tr|Q2HB89|Q2HB89_CHAGB	tr|Q1K7P4|Q1K7P4_NEUCR	tr|F7VU99|F7VU99_SORMK	tr|G0R766|G0R766_HYPJQ	Pa_2_9390|chrm2|Putative
OG0002930	tr|Q2HEK3|Q2HEK3_CHAGB	tr|Q7SHF2|Q7SHF2_NEUCR	tr|F7VLA2|F7VLA2_SORMK	tr|G0RKE0|G0RKE0_HYPJQ	Pa_1_6350|chrm1|Putative
OG0002931	tr|Q2HEQ8|Q2HEQ8_CHAGB, tr|Q2HHN2|Q2HHN2_CHAGB	tr|Q7SFG1|Q7SFG1_NEUCR	tr|F7VR62|F7VR62_SORMK		Pa_1_5000|chrm1|Putative
OG0002932	tr|Q2HF75|Q2HF75_CHAGB	tr|Q7SHV6|Q7SHV6_NEUCR	tr|F7VTF5|F7VTF5_SORMK	tr|G0REG1|G0REG1_HYPJQ	Pa_1_8330|chrm1|Putative
OG0002933	tr|Q2HFH6|Q2HFH6_CHAGB	sp|Q7SD49|MUS81_NEUCR	tr|F7VV47|F7VV47_SORMK	tr|G0RSN3|G0RSN3_HYPJQ	Pa_1_9830|chrm1|Putative
OG0002934	tr|Q2HG65|Q2HG65_CHAGB	tr|Q7SD58|Q7SD58_NEUCR	tr|F7WA47|F7WA47_SORMK	tr|G0RMH1|G0RMH1_HYPJQ	Pa_1_12320|chrm1|Putative
OG0002935	tr|Q2HG93|Q2HG93_CHAGB	tr|V5IRJ6|V5IRJ6_NEUCR	tr|F7WA69|F7WA69_SORMK	tr|G0RDP0|G0RDP0_HYPJQ	Pa_1_12620|chrm1|Putative
OG0002936	tr|Q2HH64|Q2HH64_CHAGB	tr|V5IKE7|V5IKE7_NEUCR	tr|F7VVC1|F7VVC1_SORMK	tr|G0RHV5|G0RHV5_HYPJQ	Pa_5_5680|chrm5|PaMpk2
OG0002937	tr|Q2HHG6|Q2HHG6_CHAGB	sp|A7UXD4|CHL1_NEUCR	tr|F7WAF7|F7WAF7_SORMK	tr|G0RK56|G0RK56_HYPJQ	Pa_5_6530|chrm5|Putative
OG0002938	tr|Q2GM72|Q2GM72_CHAGB	tr|Q7S434|Q7S434_NEUCR	tr|F7VVV8|F7VVV8_SORMK	tr|G0RC04|G0RC04_HYPJQ	Pa_5_4650|chrm5|Putative
OG0002939	tr|Q2GM80|Q2GM80_CHAGB, tr|Q2GM82|Q2GM82_CHAGB			tr|G0RN35|G0RN35_HYPJQ, tr|G0RN36|G0RN36_HYPJQ, tr|G0RQF3|G0RQF3_HYPJQ	
OG0002940	tr|Q2GMI5|Q2GMI5_CHAGB	tr|Q7S1R7|Q7S1R7_NEUCR	tr|F7W2L5|F7W2L5_SORMK	tr|G0RH66|G0RH66_HYPJQ	Pa_0_650|chrm2|Putative
OG0002941	tr|Q2GPY9|Q2GPY9_CHAGB	tr|Q7RWE3|Q7RWE3_NEUCR	tr|F7W5Y9|F7W5Y9_SORMK	tr|G0RI13|G0RI13_HYPJQ	Pa_5_3400|chrm5|Putative
OG0002942	tr|Q2GQS1|Q2GQS1_CHAGB	tr|Q7S1X8|Q7S1X8_NEUCR	tr|F7WAD0|F7WAD0_SORMK	tr|G0RHX7|G0RHX7_HYPJQ	Pa_5_8820|chrm5|Putative
OG0002943	tr|Q2GRA9|Q2GRA9_CHAGB	tr|Q7S6E2|Q7S6E2_NEUCR	tr|F7W092|F7W092_SORMK	tr|G0RLL1|G0RLL1_HYPJQ	Pa_4_5110|chrm4|Putative
OG0002944	tr|Q2GRU6|Q2GRU6_CHAGB	tr|Q7S5S5|Q7S5S5_NEUCR	tr|F7VWM9|F7VWM9_SORMK	tr|G0RQ13|G0RQ13_HYPJQ	Pa_4_5910|chrm4|Putative
OG0002945	tr|Q2GSE2|Q2GSE2_CHAGB	tr|Q7S2F5|Q7S2F5_NEUCR	tr|F7W541|F7W541_SORMK	tr|G0RMQ6|G0RMQ6_HYPJQ	Pa_4_7740|chrm4|Putative
OG0002946	tr|Q2GSQ5|Q2GSQ5_CHAGB	tr|V5IKL1|V5IKL1_NEUCR	tr|F7W056|F7W056_SORMK	tr|G0RQ39|G0RQ39_HYPJQ	Pa_4_8660|chrm4|Putative
OG0002947	tr|Q2GT74|Q2GT74_CHAGB	tr|Q7S6Q5|Q7S6Q5_NEUCR	tr|F7VWC7|F7VWC7_SORMK	tr|G0RUH0|G0RUH0_HYPJQ	Pa_4_4090|chrm4|Putative
OG0002948	tr|Q2GTM4|Q2GTM4_CHAGB	tr|A7UWB6|A7UWB6_NEUCR	tr|F7W6D7|F7W6D7_SORMK	tr|G0RQR6|G0RQR6_HYPJQ	Pa_4_2885|chrm4|Putative
OG0002949	tr|Q2GU38|Q2GU38_CHAGB	tr|Q7SFG2|Q7SFG2_NEUCR	tr|F7VR61|F7VR61_SORMK		Pa_6_50|chrm6|Putative, Pa_7_4710|chrm7|Putative
OG0002950	tr|Q2GVR7|Q2GVR7_CHAGB	tr|Q1K8T3|Q1K8T3_NEUCR	tr|F7VPW5|F7VPW5_SORMK	tr|G0RL74|G0RL74_HYPJQ	Pa_3_8440|chrm3|Putative
OG0002951	tr|Q2GWN3|Q2GWN3_CHAGB	tr|Q7S0A4|Q7S0A4_NEUCR	tr|F7W2P7|F7W2P7_SORMK	tr|G0RH93|G0RH93_HYPJQ	Pa_2_6770|chrm2|Putative
OG0002952	tr|Q2GXM2|Q2GXM2_CHAGB	tr|V5ILG7|V5ILG7_NEUCR	tr|F7VX45|F7VX45_SORMK	tr|G0RHQ5|G0RHQ5_HYPJQ	Pa_2_9580|chrm2|Putative
OG0002953	tr|Q2GXR3|Q2GXR3_CHAGB	tr|Q7S7P2|Q7S7P2_NEUCR	tr|F7VX13|F7VX13_SORMK	tr|G0RH36|G0RH36_HYPJQ	Pa_2_11870|chrm2|Putative
OG0002954	tr|Q2GXT3|Q2GXT3_CHAGB	tr|Q1K7B4|Q1K7B4_NEUCR	tr|F7VWZ0|F7VWZ0_SORMK	tr|G0R8Z9|G0R8Z9_HYPJQ	Pa_2_5885|chrm2|Putative
OG0002955	tr|Q2GYK4|Q2GYK4_CHAGB	tr|Q7S051|Q7S051_NEUCR	tr|F7W3X0|F7W3X0_SORMK	tr|G0RDY8|G0RDY8_HYPJQ	Pa_2_13300|chrm2|Putative
OG0002956	tr|Q2GZZ2|Q2GZZ2_CHAGB	tr|Q7RX28|Q7RX28_NEUCR	tr|F7VRW7|F7VRW7_SORMK	tr|G0RAN5|G0RAN5_HYPJQ	Pa_3_3600|chrm3|Putative
OG0002957	sp|Q2H1L0|CLP1_CHAGB	sp|Q7SAB7|CLP1_NEUCR	tr|F7VNT4|F7VNT4_SORMK	tr|G0RTW5|G0RTW5_HYPJQ	Pa_6_9880|chrm6|Putative
OG0002958	tr|Q2H2M0|Q2H2M0_CHAGB	tr|Q7SAG2|Q7SAG2_NEUCR	tr|F7VMZ2|F7VMZ2_SORMK	tr|G0RTV3|G0RTV3_HYPJQ	Pa_1_23130|chrm1|Putative
OG0002959	tr|Q2H2Q4|Q2H2Q4_CHAGB	tr|Q7SA49|Q7SA49_NEUCR	tr|F7VUH9|F7VUH9_SORMK	tr|G0RLF2|G0RLF2_HYPJQ	Pa_1_23490|chrm1|Putative
OG0002960	tr|Q2H355|Q2H355_CHAGB	sp|P25711|NDUS4_NEUCR	tr|F7W7R3|F7W7R3_SORMK	tr|G0RAA8|G0RAA8_HYPJQ	Pa_1_24170|chrm1|Putative
OG0002961	tr|Q2H3R2|Q2H3R2_CHAGB	tr|Q7SHE0|Q7SHE0_NEUCR	tr|F7VSL2|F7VSL2_SORMK	tr|G0RK82|G0RK82_HYPJQ	Pa_1_22160|chrm1|Putative
OG0002962	tr|Q2H460|Q2H460_CHAGB	tr|Q7SFN8|Q7SFN8_NEUCR	tr|F7VSX9|F7VSX9_SORMK	tr|G0RAH7|G0RAH7_HYPJQ	Pa_1_20340|chrm1|Putative
OG0002963	tr|Q2H4B5|Q2H4B5_CHAGB	tr|Q7SF18|Q7SF18_NEUCR	tr|F7VV33|F7VV33_SORMK	tr|G0RG78|G0RG78_HYPJQ	Pa_1_19390|chrm1|Putative
OG0002964	tr|Q2H4F2|Q2H4F2_CHAGB	tr|Q7SE02|Q7SE02_NEUCR	tr|F7VUX4|F7VUX4_SORMK	tr|G0RAG9|G0RAG9_HYPJQ	Pa_1_19940|chrm1|Putative
OG0002965	tr|Q2H4H4|Q2H4H4_CHAGB	tr|Q7SER3|Q7SER3_NEUCR	tr|F7VUU4|F7VUU4_SORMK	tr|G0RGF8|G0RGF8_HYPJQ	Pa_1_19100|chrm1|Putative
OG0002966	tr|Q2H575|Q2H575_CHAGB	tr|V5IQK3|V5IQK3_NEUCR	tr|F7VQD0|F7VQD0_SORMK	tr|G0RQH9|G0RQH9_HYPJQ	Pa_1_15320|chrm1|PaMKK3
OG0002967	tr|Q2H5Y4|Q2H5Y4_CHAGB	tr|Q7SE55|Q7SE55_NEUCR	tr|F7VL57|F7VL57_SORMK	tr|G0RCE7|G0RCE7_HYPJQ	Pa_1_18630|chrm1|Putative
OG0002968	tr|Q2H655|Q2H655_CHAGB	sp|Q7SGE5|RN49_NEUCR	tr|F7VKL1|F7VKL1_SORMK	tr|G0RSN7|G0RSN7_HYPJQ	Pa_1_16710|chrm1|Putative
OG0002969	tr|Q2H6P4|Q2H6P4_CHAGB	tr|Q7RWF1|Q7RWF1_NEUCR	tr|F7W160|F7W160_SORMK	tr|G0RRT5|G0RRT5_HYPJQ	Pa_7_10310|chrm7|Putative
OG0002970	tr|Q2H9D0|Q2H9D0_CHAGB	tr|Q7S1Y6|Q7S1Y6_NEUCR	tr|F7VSF8|F7VSF8_SORMK	tr|G0R7C5|G0R7C5_HYPJQ	Pa_7_7200|chrm7|Putative
OG0002971	tr|Q2H9M9|Q2H9M9_CHAGB	tr|Q7RYA0|Q7RYA0_NEUCR	tr|F7VK55|F7VK55_SORMK	tr|G0RJS5|G0RJS5_HYPJQ	Pa_7_5940|chrm7|Putative
OG0002972	tr|Q2HAA7|Q2HAA7_CHAGB	tr|Q7SH68|Q7SH68_NEUCR	tr|F7W1H8|F7W1H8_SORMK	tr|G0RMB4|G0RMB4_HYPJQ	Pa_1_16720|chrm1|Putative
OG0002973	tr|Q2HB55|Q2HB55_CHAGB	tr|Q1K7Y8|Q1K7Y8_NEUCR	tr|F7VWU9|F7VWU9_SORMK	tr|G0RHP4|G0RHP4_HYPJQ	Pa_2_3470|chrm2|Putative
OG0002974	tr|Q2HBA3|Q2HBA3_CHAGB	tr|Q7S2B4|Q7S2B4_NEUCR	tr|F7W6Z5|F7W6Z5_SORMK	tr|G0R7K4|G0R7K4_HYPJQ	Pa_2_9180|chrm2|Putative
